mode,policy_controlled,global_step,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
evaluation_baseline,True,0,1,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,2,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,3,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,4,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,5,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,6,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,7,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,8,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,9,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
evaluation_baseline,True,0,10,1370,611.8552656726561,937.698,199.55,114.48169930737214,0,0.0,0,,unsafe_heading
replay_warmup,True,0,11,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,12,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,13,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,14,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,15,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,16,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,17,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,18,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,19,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,20,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,21,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,22,4121,2979.8671079732185,2943.3,234.692,121.35792501841811,0,0.0,1,85.41,lap_completed
replay_warmup,True,0,23,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,24,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,25,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,26,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,27,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
replay_warmup,True,0,28,1479,631.8563923645221,977.68,198.944,109.9140145374577,1,0.0,0,,off_track
training,True,101,30,101,-10.195044676856716,0.0,0.0,0.0,0,0.0,0,,stalled
training,True,615,31,514,222.94606664939735,346.119,200.429,114.18616030291824,1,0.0,0,,off_track
training,True,1995,32,1380,580.4388227263811,891.692,195.773,108.11838185427534,1,0.0,0,,off_track
training,True,5061,33,3066,1386.870553320099,2037.43,191.381,115.23110945701275,1,0.0,0,,off_track
training,True,8176,34,3115,1408.979777951956,2063.32,190.725,115.1578160127767,0,0.0,0,,unsafe_heading
training,True,11238,35,3062,1404.8316816398744,2064.95,192.064,116.63567922965368,0,0.0,0,,unsafe_heading
training,True,12659,36,1421,611.6150994957101,930.427,189.671,110.24473970063342,1,0.0,0,,off_track
training,True,15819,37,3160,1404.0977365861092,2052.48,186.749,112.90528145262631,1,0.0,0,,off_track
training,True,19001,38,3182,1386.2131354479359,2034.86,162.96,111.35344724327453,1,0.0,0,,off_track
training,True,20393,39,1392,569.7107163042057,870.507,172.63,104.98217371386488,0,0.0,0,,unsafe_heading
training,True,23708,40,3315,1490.3984329460989,2196.29,178.554,114.35024793170443,1,0.0,0,,off_track
training,True,26820,41,3112,1391.3220707506334,2047.55,181.081,113.78331086802689,1,0.0,0,,off_track
evaluation,True,26820,42,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,43,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,44,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,45,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,46,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,47,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,48,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,49,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,50,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
evaluation,True,26820,51,4013,2987.799107065261,2943.15,249.443,124.75076348445057,0,0.0,1,83.038,lap_completed
training,True,29735,52,2915,1240.634015925295,1831.08,178.241,108.85689692449411,1,0.0,0,,off_track
training,True,30726,53,991,381.23317428811686,579.155,156.717,99.98097896316844,1,0.0,0,,off_track
training,True,31403,54,677,269.91095950922875,412.22,164.584,104.78336941728217,0,0.0,0,,unsafe_heading
training,True,32418,55,1015,349.05729928740527,532.846,176.223,90.41306775812795,1,0.0,0,,off_track
training,True,32736,56,318,29.061767006637623,61.3928,51.7789,32.97312409433964,1,0.0,0,,off_track
training,True,33190,57,454,49.65609289524947,96.7849,57.412,36.26058097136565,0,0.0,0,,unsafe_heading
training,True,33873,58,683,250.56896071977476,386.235,158.95,96.74192911800877,1,0.0,0,,off_track
training,True,35158,59,1285,503.3630450048337,769.263,166.024,101.82341390326856,1,0.0,0,,off_track
training,True,36117,60,959,359.6700178170099,545.606,154.178,97.66344523013552,0,0.0,0,,unsafe_heading
training,True,37561,61,1444,579.6588768739821,886.473,165.524,103.7757561721607,1,0.0,0,,off_track
training,True,38833,62,1272,494.5648895623803,755.317,161.002,100.67488522091202,1,0.0,0,,off_track
training,True,40235,63,1402,576.2049618242221,878.526,171.076,106.21145167403705,0,0.0,0,,unsafe_heading
training,True,40865,64,630,244.96150841983675,376.3,174.52,102.30502824873008,1,0.0,0,,off_track
training,True,41505,65,640,259.13578797656896,394.729,168.372,106.08425605109385,1,0.0,0,,off_track
training,True,42162,66,657,261.5057311370635,398.373,155.342,104.21069680776264,1,0.0,0,,off_track
training,True,43530,67,1368,570.548027018498,872.253,168.229,107.98957089926903,0,0.0,0,,unsafe_heading
training,True,44115,68,585,231.54962644819543,355.979,172.323,104.0832256437607,1,0.0,0,,off_track
training,True,44702,69,587,229.9517265718695,354.707,159.272,103.19321728313457,1,0.0,0,,off_track
training,True,45443,70,741,268.80986293111965,413.283,162.209,95.16425504089067,0,0.0,0,,unsafe_heading
training,True,46664,71,1221,494.94092438749493,752.546,164.203,104.8941982438166,1,0.0,0,,off_track
training,True,47293,72,629,253.73736726013306,386.974,169.544,105.60195593926865,1,0.0,0,,off_track
training,True,47928,73,635,248.50022823112735,379.394,156.833,102.72318290582683,1,0.0,0,,off_track
training,True,48912,74,984,368.1939030422417,556.663,157.55,98.08557210375997,1,0.0,0,,off_track
evaluation,True,50000,76,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,77,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,78,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,79,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,80,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,81,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,82,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,83,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,84,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
evaluation,True,50000,85,652,256.5300273028929,390.574,159.422,102.97709224187119,1,0.0,0,,off_track
