mode,policy_controlled,global_step,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
replay_warmup,True,100235,1,556,206.00910443863282,363.656,202.264,111.25667330305753,1,0.0,0,,off_track
replay_warmup,True,100235,2,556,210.5090702302228,368.208,201.291,112.51206998309358,1,0.0,0,,off_track
replay_warmup,True,100235,3,563,214.6217222038178,369.958,197.485,111.95097326181163,1,0.0,0,,off_track
replay_warmup,True,100235,4,561,211.22396481855614,367.346,196.477,111.50979812513366,1,0.0,0,,off_track
replay_warmup,True,100235,5,561,209.475582320301,367.904,200.602,111.57348031426021,1,0.0,0,,off_track
replay_warmup,True,100235,6,563,211.00467650828858,372.408,197.608,112.33798575879216,1,0.0,0,,off_track
replay_warmup,True,100235,7,553,206.93620665212904,363.092,202.519,111.62289096292943,1,0.0,0,,off_track
replay_warmup,True,100235,8,561,211.8759989890672,371.928,200.322,112.60935486969693,1,0.0,0,,off_track
replay_warmup,True,100235,9,560,208.4554258261826,368.223,199.875,111.81573015785722,1,0.0,0,,off_track
replay_warmup,True,100235,10,557,207.32357414424197,370.066,201.935,112.74438282064632,1,0.0,0,,off_track
replay_warmup,True,100235,11,554,209.1423959362942,364.707,200.461,111.90492025252709,1,0.0,0,,off_track
replay_warmup,True,100235,12,558,212.28612249723417,367.702,199.381,112.18222227222219,1,0.0,0,,off_track
replay_warmup,True,100235,13,562,213.92525852362806,366.805,198.848,111.20834166423485,1,0.0,0,,off_track
replay_warmup,True,100235,14,559,207.4808332139127,370.513,201.51,112.48457010948117,1,0.0,0,,off_track
replay_warmup,True,100235,15,555,209.95677887677317,365.287,201.396,111.90786102792794,1,0.0,0,,off_track
replay_warmup,True,100235,16,558,208.46284367073352,366.474,201.396,111.7068035114696,1,0.0,0,,off_track
replay_warmup,True,100235,17,561,209.10319414177107,369.736,201.29,112.00616065347592,1,0.0,0,,off_track
training,True,100288,18,557,207.63688136970427,364.195,198.225,111.25837323500905,1,0.0,0,,off_track
training,True,100843,19,555,186.1972806166629,359.807,194.689,111.09138080342348,1,0.0,0,,off_track
training,True,101401,20,558,201.83172282580986,356.296,197.964,109.33837745340502,1,0.0,0,,off_track
training,True,101950,21,549,201.4522071752251,354.331,198.572,110.08198061803283,1,0.0,0,,off_track
training,True,102439,22,489,143.4952608773002,263.315,158.813,87.95956809959105,1,0.0,0,,off_track
training,True,102812,23,373,78.81456479224481,166.289,148.403,74.68995879624666,1,0.0,0,,off_track
training,True,103198,24,386,86.04628853795957,172.381,148.866,74.43271990673576,1,0.0,0,,off_track
