step,distFromStart,speedX,speedY,angle,trackPos,sensorFront,curLapTime,lastLapTime,steer,accel,brake,gear
2814,919.158,60.8543,-0.641584,0.081087,0.478876,91.2907,57.326,0.0,-0.11459754247498756,0.0,0.07795769230769113,2
2815,919.494,60.8403,-0.632186,0.0857738,0.472562,85.9453,57.346,0.0,-0.10974807426222981,0.18,0.0,2
2816,919.831,61.0115,-0.620792,0.090059,0.465937,81.4977,57.366,0.0,-0.10463901671943421,0.26918500000000156,0.0,2
2817,920.169,61.1965,-0.598255,0.094,0.459037,77.7227,57.386,0.0,-0.0993213237440119,0.26062500000000155,0.0,2
2818,920.507,60.9819,-0.559534,0.0978025,0.451905,74.3449,57.406,0.0,-0.09407217108315011,0.0,0.0835576923076912,2
2819,920.843,60.9597,-0.518689,0.101394,0.444583,71.3584,57.426,0.0,-0.0893840152814536,0.18,0.0,2
2820,921.18,61.1193,-0.489783,0.104591,0.437067,68.8248,57.446,0.0,-0.08497236389027689,0.2632150000000016,0.0,2
2821,921.517,60.9212,-0.453001,0.107695,0.429369,66.4906,57.466,0.0,-0.08055481543691481,0.0,0.08058846153846051,2
2822,921.853,60.8887,-0.417378,0.110678,0.421534,64.3504,57.486,0.0,-0.07647691468197813,0.18,0.0,2
2823,922.189,61.0686,-0.422292,0.113292,0.413514,62.5172,57.506,0.0,-0.07248476689351523,0.2667650000000015,0.0,2
2824,922.526,60.842,-0.418916,0.115765,0.405314,60.8327,57.526,0.0,-0.06797894586714444,0.0,0.07863846153846055,2
2825,922.861,60.8349,-0.40818,0.118134,0.396982,59.2648,57.546,0.0,-0.0635504045514944,0.18,0.0,2
2826,923.197,60.9928,-0.386097,0.120288,0.38851,57.8553,57.566,0.0,-0.05910579434874706,0.2694550000000016,0.0,2
2827,923.533,61.1631,-0.357591,0.122351,0.379896,56.5319,57.586,0.0,-0.05472205223662366,0.26156000000000135,0.0,2
2828,923.87,60.9524,-0.317231,0.124378,0.371182,55.264,57.606,0.0,-0.05047171563238052,0.0,0.0822730769230758,2
2829,924.205,60.9306,-0.284013,0.126319,0.362399,54.0706,57.626,0.0,-0.046745342511256574,0.18,0.0,2
2830,924.541,61.0876,-0.25932,0.128046,0.353497,52.9968,57.646,0.0,-0.043159587162686544,0.26467000000000157,0.0,2
2831,924.877,60.8915,-0.235777,0.129683,0.344516,51.9843,57.666,0.0,-0.039512783297278746,0.0,0.07936923076922972,2
2832,925.212,60.8749,-0.217231,0.131214,0.335474,51.0356,57.686,0.0,-0.03604916767731706,0.18,0.0,2
2833,925.548,61.1035,-0.202253,0.132546,0.326333,50.1796,57.706,0.0,-0.032456563354153756,0.36,0.0,2
2834,925.886,61.5102,-0.182698,0.133702,0.317083,49.4015,57.726,0.0,-0.028481639704114863,0.54,0.0,2
2835,926.226,61.986,-0.161796,0.134687,0.307708,48.6932,57.746,0.0,-0.024148342399653966,0.5524900000000015,0.0,2
2836,926.568,62.4473,-0.140843,0.135501,0.298236,48.0518,57.766,0.0,-0.019535054390877396,0.5287000000000015,0.0,2
2837,926.913,62.8808,-0.116668,0.136137,0.288675,47.4765,57.786,0.0,-0.014751319480632519,0.5056350000000015,0.0,2
2838,927.261,63.4351,-0.0912997,0.136595,0.27903,46.9644,57.806,0.0,-0.010151041857998377,0.6856350000000015,0.0,2
2839,927.612,64.1534,-0.0692832,0.13689,0.269288,46.5067,57.826,0.0,-0.005725071362716436,0.8656350000000015,0.0,2
2840,927.967,65.0149,-0.0482694,0.137051,0.259415,46.0911,57.846,0.0,-0.0013468614328525181,0.88,0.0,2
2841,928.328,66.0497,-0.0177182,0.137261,0.249409,45.6555,57.866,0.0,0.00302302265370615,0.88,0.0,2
2842,928.695,67.0332,0.00427085,0.137161,0.239271,45.3178,57.886,0.0,0.007329370570180668,1.0,0.0,2
2843,929.066,67.9655,0.025692,0.136809,0.229023,45.0581,57.906,0.0,0.011549908190885305,0.88,0.0,2
2844,929.443,68.8708,0.0384639,0.136221,0.218725,44.8722,57.926,0.0,0.01556788003911966,1.0,0.0,2
2845,929.825,69.7845,0.0369781,0.135401,0.20832,44.7567,57.946,0.0,0.019455790641830964,0.88,0.0,2
2846,930.212,70.6808,0.0289909,0.134348,0.197852,44.7146,57.966,0.0,0.022539434774217756,0.88,0.0,2
2847,930.604,71.5879,0.00796877,0.13304,0.187329,44.755,57.986,0.0,0.025591753044448908,0.88,0.0,2
2848,931.001,72.516,-0.027064,0.131476,0.176752,44.8808,58.006,0.0,0.028458100684924686,0.88,0.0,2
2849,931.403,73.4722,-0.0770367,0.129582,0.166115,45.1215,58.026,0.0,0.0284014411608436,0.88,0.0,2
2850,931.811,74.4655,-0.147171,0.127358,0.155443,45.4848,58.046,0.0,0.028846023403750136,0.88,0.0,2
2851,932.224,75.483,-0.227043,0.124884,0.144731,45.9512,58.066,0.0,0.02968066217237751,0.88,0.0,2
2852,932.643,76.5194,-0.310969,0.122192,0.133997,46.5179,58.086,0.0,0.03078505977346402,0.88,0.0,2
2853,933.068,77.5668,-0.39614,0.119315,0.123276,47.1838,58.106,0.0,0.03172098794365047,0.88,0.0,2
2854,933.499,78.6155,-0.480162,0.116286,0.112571,47.9456,58.126,0.0,0.03259973116124301,0.88,0.0,2
2855,933.936,79.67,-0.562731,0.113154,0.101905,48.7944,58.146,0.0,0.03332246636660018,0.88,0.0,2
2856,934.379,80.9447,-0.585349,0.110236,0.091296,49.5986,58.166,0.0,0.03383868488955609,0.88,0.0,2
2857,934.83,82.2114,-0.541119,0.107552,0.0808021,50.3425,58.186,0.0,0.03388670555814819,0.88,0.0,2
2858,935.287,83.3351,-0.444725,0.105267,0.0704793,50.9397,58.206,0.0,0.03323702749322782,0.88,0.0,2
2859,935.75,84.3173,-0.360092,0.103222,0.0603377,51.4533,58.226,0.0,0.03182442432879295,0.88,0.0,2
2860,936.219,85.2477,-0.324987,0.101164,0.0503372,52.0015,58.246,0.0,0.02997175000788669,0.88,0.0,2
2861,936.692,85.7743,-0.265307,0.099192,0.040478,52.5338,58.266,0.0,0.028128011180601313,0.88,0.0,3
2862,937.166,85.6777,-0.168008,0.0975828,0.0308803,52.9047,58.286,0.0,0.026529000550354686,1.0,0.0,3
2863,937.639,85.5958,-0.106396,0.0959772,0.021536,53.2994,58.306,0.0,0.024955769222341218,1.0,0.0,3
2864,938.114,86.038,-0.095562,0.094395,0.0123677,53.7038,58.326,0.0,0.02298752708037397,1.0,0.0,3
2865,938.592,86.765,-0.116551,0.0927856,0.0032712,54.1416,58.346,0.0,0.021021090802705686,0.88,0.0,3
2866,939.074,87.5068,-0.129147,0.0912934,-0.00576086,54.5287,58.366,0.0,0.019198854886966252,0.88,0.0,3
2867,939.56,88.2428,-0.124597,0.089986,-0.0147536,54.8184,58.386,0.0,0.017798674209852205,0.88,0.0,3
2868,940.051,89.0331,-0.11383,0.0888589,-0.0236712,55.0094,58.406,0.0,0.016790517718805822,1.0,0.0,3
2869,940.546,89.8611,-0.0834819,0.0879458,-0.0325724,55.0723,58.426,0.0,0.015956808834047757,0.88,0.0,3
2870,941.046,90.6391,-0.0542013,0.0871798,-0.041418,55.047,58.446,0.0,0.015146819378628454,1.0,0.0,3
2871,941.55,91.4512,-0.0396672,0.0864433,-0.0502431,55.0037,58.466,0.0,0.014371684513446602,1.0,0.0,3
2872,942.059,92.26,-0.0360469,0.0856732,-0.0590713,54.9811,58.486,0.0,0.013711815614225305,1.0,0.0,3
2873,942.572,93.0406,-0.0418846,0.0848713,-0.0678907,54.9791,58.506,0.0,0.013381122874643804,0.88,0.0,3
2874,943.089,93.7817,-0.0438497,0.0840451,-0.0767092,54.993,58.526,0.0,0.013521294062066046,0.88,0.0,3
2875,943.61,94.5263,-0.0493482,0.0831807,-0.0855039,55.0339,58.546,0.0,0.013943599809541166,0.88,0.0,3
2876,944.136,95.2834,-0.054061,0.0822672,-0.094278,55.1097,58.566,0.0,0.014568969353919502,0.88,0.0,3
2877,944.666,96.0532,-0.0616152,0.0813115,-0.103042,55.2165,58.586,0.0,0.015314312128140212,0.88,0.0,3
2878,945.2,96.8298,-0.0667432,0.0803153,-0.111773,55.3558,58.606,0.0,0.016188200639575656,0.88,0.0,3
2879,945.739,97.6117,-0.0714106,0.0792638,-0.120481,55.5386,58.626,0.0,0.01716303434615661,0.88,0.0,3
2880,946.282,98.3974,-0.0760857,0.078151,-0.129137,55.7734,58.646,0.0,0.01818887687724467,0.88,0.0,3
2881,946.829,99.1825,-0.0806103,0.0769767,-0.137733,56.0636,58.666,0.0,0.019229992155100135,0.88,0.0,3
2882,947.381,99.965,-0.0851386,0.0757404,-0.146271,56.4128,58.686,0.0,0.02025946891033979,0.88,0.0,3
2883,947.937,100.745,-0.0899475,0.0744391,-0.154756,56.8266,58.706,0.0,0.02101783560897065,0.88,0.0,3
2884,948.497,101.522,-0.0956936,0.073069,-0.163166,57.3143,58.726,0.0,0.021559025325290165,0.88,0.0,3
2885,949.062,102.297,-0.105688,0.0716485,-0.171492,57.867,58.746,0.0,0.021928953852447353,0.88,0.0,3
2886,949.632,103.073,-0.12245,0.0702678,-0.179704,58.4173,58.766,0.0,0.022186335754278454,0.88,0.0,3
2887,950.205,103.842,-0.132144,0.0689575,-0.187842,58.935,58.786,0.0,0.022249765302503208,0.88,0.0,3
2888,950.783,104.61,-0.137293,0.0676623,-0.195897,59.4657,58.806,0.0,0.022005663731509452,0.88,0.0,3
2889,951.365,105.381,-0.14044,0.0663268,-0.203884,60.0587,58.826,0.0,0.021510590385042414,0.88,0.0,3
2890,951.952,106.152,-0.147364,0.0649427,-0.211777,60.7287,58.846,0.0,0.020806013540395872,0.88,0.0,3
2891,952.542,106.785,-0.187764,0.0633962,-0.21957,61.5931,58.866,0.0,0.019926337097763,0.88,0.0,3
2892,953.136,107.538,-0.23978,0.0617453,-0.227261,62.6146,58.886,0.0,0.018989393508068067,0.88,0.0,3
2893,953.735,108.354,-0.282394,0.0600786,-0.234867,63.716,58.906,0.0,0.018048417685480808,0.88,0.0,3
2894,954.338,109.185,-0.30369,0.0584959,-0.242372,64.7961,58.926,0.0,0.017023875578895897,0.88,0.0,3
2895,954.946,110.005,-0.298886,0.0570771,-0.249736,65.7594,58.946,0.0,0.01580565604033484,0.88,0.0,3
2896,955.559,110.811,-0.288423,0.0559536,-0.257001,66.4288,58.966,0.0,0.014303036488252853,0.88,0.0,3
2897,956.176,111.646,-0.26481,0.0552167,-0.264183,66.6638,58.986,0.0,0.012625462468946408,1.0,0.0,3
2898,956.798,112.471,-0.229802,0.054696,-0.271323,66.6448,59.006,0.0,0.010825892234975553,0.88,0.0,3
2899,957.424,113.23,-0.189701,0.0542678,-0.27841,66.5168,59.026,0.0,0.00890647042172606,0.88,0.0,3
2900,958.054,113.954,-0.159843,0.0538328,-0.285428,66.4017,59.046,0.0,0.006888439957768742,0.88,0.0,3
2901,958.687,114.355,-0.183673,0.0532284,-0.292418,66.4979,59.066,0.0,0.004845663027000704,0.88,0.0,3
2902,959.324,114.993,-0.21942,0.052597,-0.29939,66.6324,59.086,0.0,0.0030686814625476766,0.88,0.0,3
2903,959.964,115.82,-0.24611,0.0520031,-0.306368,66.7214,59.106,0.0,0.0015389676828112602,0.88,0.0,3
2904,960.609,116.75,-0.260409,0.0515137,-0.313346,66.6772,59.126,0.0,0.00013949347833417747,0.88,0.0,3
2905,961.26,117.726,-0.247466,0.0512102,-0.320326,66.3901,59.146,0.0,-0.0010576905459411309,0.88,0.0,3
2906,961.916,118.634,-0.209387,0.0512017,-0.327309,65.7191,59.166,0.0,-0.0021234360544438113,0.88,0.0,3
2907,962.577,119.527,-0.160381,0.0514499,-0.334306,64.722,59.186,0.0,-0.003101022865578642,1.0,0.0,3
2908,963.242,120.341,-0.107363,0.0518296,-0.341326,63.5707,59.206,0.0,-0.003958183722660939,0.88,0.0,3
2909,963.912,121.046,-0.0650004,0.052214,-0.348388,62.4266,59.226,0.0,-0.004680130391200835,0.88,0.0,3
2910,964.585,121.324,-0.0410155,0.0525037,-0.355494,61.4054,59.246,0.0,-0.005205073834608643,1.0,0.0,3
2911,965.258,121.466,-0.00941813,0.0528799,-0.362652,60.2919,59.266,0.0,-0.005476666894191679,0.88,0.0,3
2912,965.934,122.058,0.040988,0.0534799,-0.369815,58.946,59.286,0.0,-0.005516479640157586,0.88,0.0,3
2913,966.613,122.912,0.105124,0.0541893,-0.377047,57.5075,59.306,0.0,-0.005432139044920936,0.88,0.0,3
2914,967.298,123.998,0.168593,0.0549633,-0.384364,56.0325,59.326,0.0,-0.005311355877934523,0.88,0.0,3
2915,967.99,125.292,0.230659,0.0556941,-0.391806,54.6295,59.346,0.0,-0.005139566725644763,0.88,0.0,3
2916,968.689,126.196,0.231571,0.0561059,-0.399379,53.5538,59.366,0.0,-0.004725250432217647,0.88,0.0,4
2917,969.388,126.079,0.175583,0.0559914,-0.407004,52.9819,59.386,0.0,-0.004031558402334575,1.0,0.0,4
2918,970.088,125.966,0.119522,0.055652,-0.414676,52.615,59.406,0.0,-0.0029205659380648332,1.0,0.0,4
2919,970.786,125.764,0.0668636,0.0554135,-0.422327,52.1505,59.426,0.0,-0.0015685344954617605,1.0,0.0,4
2920,971.483,125.63,0.0432591,0.0553316,-0.430005,51.5334,59.446,0.0,-4.734586806383269e-05,0.88,0.0,4
2921,972.179,125.516,0.0378824,0.0553018,-0.437677,50.8672,59.466,0.0,0.0014377466843613876,0.88,0.0,4
2922,972.876,125.684,0.0542141,0.05534,-0.445336,50.1398,59.486,0.0,0.002802613947851542,0.88,0.0,4
2923,973.576,126.64,0.0823095,0.0554315,-0.453009,49.3647,59.506,0.0,0.003949849794935484,0.88,0.0,4
2924,974.282,127.964,0.0899139,0.0554242,-0.460767,48.671,59.526,0.0,0.004870662194903392,0.88,0.0,4
2925,974.997,129.537,0.0811719,0.0553107,-0.468587,48.0634,59.546,0.0,0.005724247834309646,0.88,0.0,4
2926,975.719,130.758,0.0596779,0.0550758,-0.47651,47.5485,59.566,0.0,0.006612182693097013,0.88,0.0,4
2927,976.446,131.256,0.0347495,0.0546819,-0.484455,47.1638,59.586,0.0,0.0075730206605302535,1.0,0.0,4
2928,977.176,131.804,-0.00223301,0.0541164,-0.492378,46.9239,59.606,0.0,0.008545501356891146,1.0,0.0,4
2929,977.909,132.448,-0.0460402,0.0533987,-0.500303,46.8115,59.626,0.0,0.009547571318397024,0.88,0.0,4
2930,978.646,133.168,-0.0886589,0.0525354,-0.508194,46.8286,59.646,0.0,0.01063507755349044,0.88,0.0,4
2931,979.387,133.861,-0.123338,0.0515642,-0.516051,46.9477,59.666,0.0,0.011837412199296272,0.88,0.0,4
2932,980.132,134.564,-0.148805,0.0505261,-0.523832,47.1411,59.686,0.0,0.013033168604828109,1.0,0.0,4
2933,980.881,135.306,-0.167954,0.0494289,-0.531506,47.4099,59.706,0.0,0.014135333828842429,1.0,0.0,4
2934,981.634,136.043,-0.179476,0.0482949,-0.539082,47.7377,59.726,0.0,0.015192823626738992,1.0,0.0,4
2935,982.391,136.768,-0.185769,0.0471309,-0.546535,48.1247,59.746,0.0,0.016364484889944422,1.0,0.0,4
2936,983.152,137.483,-0.189004,0.045898,-0.553848,48.6197,59.766,0.0,0.01757000788980226,1.0,0.0,4
2937,983.917,138.192,-0.199528,0.0445721,-0.560994,49.2631,59.786,0.0,0.018755553816348074,1.0,0.0,4
2938,984.686,138.895,-0.217355,0.0431499,-0.567998,50.0738,59.806,0.0,0.020012638877920746,1.0,0.0,4
2939,985.459,139.6,-0.24149,0.0416247,-0.574825,51.0873,59.826,0.0,0.021473071889962943,1.0,0.0,4
2940,986.236,140.306,-0.267383,0.0399715,-0.581469,52.3676,59.846,0.0,0.02309274098505111,1.0,0.0,4
2941,987.017,141.014,-0.297043,0.0381647,-0.587906,54.002,59.866,0.0,0.024869223098945473,1.0,0.0,4
2942,987.802,141.723,-0.330077,0.036195,-0.594117,56.0811,59.886,0.0,0.026731600479072366,1.0,0.0,4
2943,988.591,142.43,-0.365831,0.0340607,-0.600068,58.7201,59.906,0.0,0.028554365543115585,1.0,0.0,4
2944,989.384,143.135,-0.405963,0.031786,-0.605748,62.0271,59.926,0.0,0.030317127429564494,1.0,0.0,4
2945,990.181,143.84,-0.44338,0.0293775,-0.611127,66.1951,59.946,0.0,0.03202285454761365,1.0,0.0,4
2946,990.982,144.543,-0.482411,0.0268458,-0.616175,71.4957,59.966,0.0,0.03347376567899052,1.0,0.0,4
2947,991.787,145.245,-0.51783,0.0241911,-0.620869,78.3692,59.986,0.0,0.03451991906082068,1.0,0.0,4
2948,992.595,145.944,-0.55738,0.021444,-0.625182,85.9719,60.006,0.0,0.03517034877690814,1.0,0.0,4
2949,993.408,146.642,-0.591927,0.0186308,-0.629104,90.48,60.026,0.0,0.035543351769436224,1.0,0.0,4
2950,994.225,147.337,-0.627959,0.0157933,-0.632613,93.8331,60.046,0.0,0.03549761778127254,1.0,0.0,4
2951,995.045,148.032,-0.656066,0.0129634,-0.635701,96.5889,60.066,0.0,0.035108005764151504,1.0,0.0,4
2952,995.87,148.725,-0.680628,0.0101609,-0.638389,98.9465,60.086,0.0,0.03442174046276554,1.0,0.0,4
2953,996.698,149.417,-0.696923,0.00738901,-0.640627,101.021,60.106,0.0,0.03350042483090142,1.0,0.0,4
2954,997.53,150.108,-0.712703,0.00468057,-0.642442,102.844,60.126,0.0,0.03228668206502942,1.0,0.0,4
2955,998.366,150.798,-0.718935,0.00206542,-0.643827,104.438,60.146,0.0,0.030872553246946058,1.0,0.0,4
2956,999.206,151.487,-0.720298,-0.000436008,-0.644789,105.819,60.166,0.0,0.02927071248308735,1.0,0.0,4
2957,1000.05,152.176,-0.712095,-0.00282079,-0.645346,107.01,60.186,0.0,0.02751881726234516,1.0,0.0,4
2958,1000.9,152.863,-0.700861,-0.00508159,-0.64548,108.029,60.206,0.0,0.025610767039766908,1.0,0.0,4
2959,1001.75,153.549,-0.684275,-0.00719517,-0.645219,108.872,60.226,0.0,0.023594500938188337,1.0,0.0,4
2960,1002.6,154.234,-0.663824,-0.00912386,-0.644587,109.521,60.246,0.0,0.02149499473739107,1.0,0.0,4
2961,1003.46,154.919,-0.633336,-0.0108567,-0.643602,109.983,60.266,0.0,0.019350028882111188,1.0,0.0,4
2962,1004.33,155.602,-0.5972,-0.0124097,-0.642282,110.279,60.286,0.0,0.01714954809287974,1.0,0.0,4
2963,1005.19,156.285,-0.557807,-0.0137905,-0.640675,110.423,60.306,0.0,0.014912039767959285,1.0,0.0,4
2964,1006.06,156.966,-0.516381,-0.0150025,-0.638774,110.425,60.326,0.0,0.012665903753355115,1.0,0.0,4
2965,1006.94,157.646,-0.475612,-0.016019,-0.636617,110.271,60.346,0.0,0.010438397420759098,1.0,0.0,4
2966,1007.81,158.325,-0.428731,-0.0168347,-0.634227,109.961,60.366,0.0,0.008275374853424698,1.0,0.0,4
2967,1008.7,159.003,-0.379601,-0.0174683,-0.631661,109.513,60.386,0.0,0.006166748105005092,1.0,0.0,4
2968,1009.58,159.68,-0.330076,-0.0179298,-0.628925,108.938,60.406,0.0,0.004128015475600684,1.0,0.0,4
2969,1010.47,160.355,-0.280937,-0.0182241,-0.626044,108.242,60.426,0.0,0.002179860621450363,1.0,0.0,4
2970,1011.36,161.029,-0.232292,-0.0183526,-0.623055,107.429,60.446,0.0,0.0003427424529231348,1.0,0.0,4
2971,1012.26,161.702,-0.181946,-0.0183446,-0.619992,106.519,60.466,0.0,-0.0013681139343215592,1.0,0.0,4
2972,1013.16,162.373,-0.136968,-0.018205,-0.616873,105.519,60.486,0.0,-0.002964069508246085,1.0,0.0,4
2973,1014.06,163.044,-0.0913086,-0.0179427,-0.613723,104.435,60.506,0.0,-0.004399867442803662,1.0,0.0,4
2974,1014.97,163.712,-0.0505567,-0.0175537,-0.610563,103.266,60.526,0.0,-0.005689258996371981,1.0,0.0,4
2975,1015.88,164.38,-0.00815569,-0.0170433,-0.607439,102.016,60.546,0.0,-0.006807062924431154,1.0,0.0,4
2976,1016.8,165.046,0.0323338,-0.016435,-0.60436,100.702,60.566,0.0,-0.0077578936389654084,1.0,0.0,4
2977,1017.72,165.271,0.0658103,-0.0157436,-0.601353,99.334,60.586,0.0,-0.008538203973599747,1.0,0.0,5
2978,1018.63,165.101,0.0980256,-0.0149797,-0.598418,97.9246,60.606,0.0,-0.009129728212326398,1.0,0.0,5
2979,1019.55,164.93,0.127488,-0.0141229,-0.595627,96.4599,60.626,0.0,-0.009540314089115926,1.0,0.0,5
2980,1020.47,164.837,0.158941,-0.0131945,-0.592951,94.9546,60.646,0.0,-0.009760683479797177,1.0,0.0,4
2981,1021.38,164.668,0.18759,-0.0122229,-0.590396,93.4283,60.666,0.0,-0.00983732507908039,1.0,0.0,4
2982,1022.3,164.493,0.212037,-0.0112255,-0.588028,91.8906,60.686,0.0,-0.009744416034183537,1.0,0.0,4
2983,1023.21,164.834,0.237727,-0.0102633,-0.585813,90.3797,60.706,0.0,-0.009325640889598853,1.0,0.0,4
2984,1024.13,165.495,0.256262,-0.00934815,-0.583732,88.9002,60.726,0.0,-0.00866903360162164,1.0,0.0,4
2985,1025.05,165.735,0.256779,-0.00853264,-0.581793,87.4846,60.746,0.0,-0.007788074846056887,1.0,0.0,5
2986,1025.97,165.564,0.240744,-0.00785244,-0.580006,86.156,60.766,0.0,-0.0067098586631161175,1.0,0.0,5
2987,1026.89,165.392,0.224846,-0.00729483,-0.578348,84.9065,60.786,0.0,-0.005436082043725879,1.0,0.0,5
2988,1027.81,165.679,0.206623,-0.00685132,-0.57681,83.728,60.806,0.0,-0.004057258415048197,1.0,0.0,5
2989,1028.73,166.249,0.188602,-0.00649977,-0.575353,82.6039,60.826,0.0,-0.002781792455450778,1.0,0.0,5
2990,1029.65,166.828,0.167714,-0.00624353,-0.573969,81.5342,60.846,0.0,-0.0016652990468377306,1.0,0.0,5
2991,1030.58,167.406,0.143675,-0.00608689,-0.572651,80.5205,60.866,0.0,-0.0006641268808085269,1.0,0.0,5
2992,1031.51,167.982,0.117677,-0.00602651,-0.571389,79.5585,60.886,0.0,0.00023870665451442116,1.0,0.0,5
2993,1032.45,168.555,0.0911175,-0.00605577,-0.57014,78.6445,60.906,0.0,0.0010564559515957197,1.0,0.0,5
2994,1033.39,169.124,0.0649501,-0.00616908,-0.568904,77.7733,60.926,0.0,0.0017948059406878085,1.0,0.0,5
2995,1034.33,169.692,0.0375266,-0.00633389,-0.567665,76.9262,60.946,0.0,0.002452565800430735,1.0,0.0,5
2996,1035.27,170.257,0.0161599,-0.00654531,-0.566409,76.0996,60.966,0.0,0.003048393014016559,1.0,0.0,5
2997,1036.22,170.822,-0.00364587,-0.00682539,-0.565148,75.3041,60.986,0.0,0.003548021477330054,1.0,0.0,5
2998,1037.17,171.386,-0.0259397,-0.00715417,-0.56384,74.529,61.006,0.0,0.003953211372826818,1.0,0.0,5
2999,1038.13,171.95,-0.0455936,-0.00750059,-0.562487,73.7572,61.026,0.0,0.004294766627270893,1.0,0.0,5
3000,1039.08,172.513,-0.0593058,-0.00788254,-0.561079,72.9977,61.046,0.0,0.004568816492335729,1.0,0.0,5
3001,1040.04,173.075,-0.0749827,-0.00829971,-0.559599,72.2503,61.066,0.0,0.0047461199797157365,1.0,0.0,5
3002,1041.01,173.635,-0.0888186,-0.0087288,-0.558055,71.5016,61.086,0.0,0.004857637984860116,1.0,0.0,5
3003,1041.97,174.195,-0.0997546,-0.00916022,-0.556431,70.7484,61.106,0.0,0.0049065744188037325,1.0,0.0,5
3004,1042.94,174.753,-0.107906,-0.00959051,-0.554735,69.9877,61.126,0.0,0.004890296568703746,1.0,0.0,5
3005,1043.91,175.31,-0.113834,-0.0100188,-0.552951,69.2201,61.146,0.0,0.004809003017750778,1.0,0.0,5
3006,1044.89,175.865,-0.11814,-0.0104454,-0.551091,68.4453,61.166,0.0,0.004666402944117273,1.0,0.0,5
3007,1045.87,176.419,-0.123224,-0.0108396,-0.549154,67.6487,61.186,0.0,0.004469334160737297,1.0,0.0,5
3008,1046.85,176.972,-0.121606,-0.0111971,-0.547131,66.8299,61.206,0.0,0.004246775831753454,1.0,0.0,5
3009,1047.83,177.524,-0.11814,-0.0115402,-0.545011,65.9992,61.226,0.0,0.003969867460313654,1.0,0.0,5
3010,1048.82,178.075,-0.114739,-0.0118781,-0.542844,65.1599,61.246,0.0,0.003644311795832588,1.0,0.0,5
3011,1049.81,178.624,-0.113909,-0.0121833,-0.540591,64.3013,61.266,0.0,0.003285508330856197,1.0,0.0,5
3012,1050.81,179.172,-0.107821,-0.0124524,-0.538259,63.4223,61.286,0.0,0.0029276069696553336,1.0,0.0,5
3013,1051.8,179.72,-0.101014,-0.0127078,-0.535872,62.5322,61.306,0.0,0.002544059141865863,1.0,0.0,5
3014,1052.8,180.266,-0.097098,-0.0129271,-0.533425,61.6219,61.326,0.0,0.002140447440907944,1.0,0.0,5
3015,1053.81,180.81,-0.0883572,-0.0131091,-0.530906,60.6925,61.346,0.0,0.0017507310445218016,1.0,0.0,5
3016,1054.81,180.307,-0.0770322,-0.0132147,-0.528369,59.7286,61.366,0.0,0.001347903779766507,0.0,0.3,5
3017,1055.81,178.758,-0.0555249,-0.0132153,-0.525804,58.7291,61.386,0.0,0.0009364262287032626,0.0,0.6,5
3018,1056.8,176.811,-0.0338825,-0.0131408,-0.523251,57.7101,61.406,0.0,0.0004750362990245037,0.0,0.62,5
3019,1057.77,175.007,-0.00756128,-0.013014,-0.520694,56.6834,61.426,0.0,-5.674130302865937e-06,0.0,0.33999999999999997,5
3020,1058.74,174.112,0.0143514,-0.0128354,-0.518176,55.6459,61.446,0.0,-0.0005216980926529183,0.0,0.05999999999999994,5
3021,1059.71,173.875,0.0325003,-0.0126474,-0.51567,54.6095,61.466,0.0,-0.0010176890678605197,0.25,0.0,5
3022,1060.67,173.93,0.0376711,-0.01251,-0.513168,53.5945,61.486,0.0,-0.0014683287106763867,0.5,0.0,5
3023,1061.64,174.202,0.035594,-0.0123636,-0.510728,52.5752,61.506,0.0,-0.0018115489679847796,0.75,0.0,5
3024,1062.61,174.674,0.0381227,-0.0121978,-0.508302,51.5478,61.526,0.0,-0.0020247119255071256,0.982139438648354,0.0,5
3025,1063.58,174.187,0.0430901,-0.0120126,-0.505916,50.5138,61.546,0.0,-0.0021673200975602424,0.0,0.3,5
3026,1064.54,172.722,0.0562404,-0.011787,-0.503571,49.4741,61.566,0.0,-0.002268159927222159,0.0,0.6,5
3027,1065.5,170.882,0.0716722,-0.011553,-0.501274,48.4429,61.586,0.0,-0.0023907545730903704,0.0,0.62,5
3028,1066.44,169.091,0.0834669,-0.0112871,-0.499042,47.4138,61.606,0.0,-0.002547841606342227,0.0,0.33999999999999997,5
3029,1067.38,168.066,0.0960092,-0.0109257,-0.496856,46.3643,61.626,0.0,-0.002677173522676414,0.0,0.05999999999999994,5
3030,1068.31,167.837,0.109393,-0.0105194,-0.49473,45.3067,61.646,0.0,-0.002760612316752984,0.25,0.0,5
3031,1069.24,167.908,0.110955,-0.0101678,-0.492667,44.2696,61.666,0.0,-0.0027974710665388657,0.5,0.0,5
3032,1070.17,168.193,0.107049,-0.00985587,-0.490681,43.2451,61.686,0.0,-0.0027038711146821423,0.75,0.0,5
3033,1071.11,168.686,0.103317,-0.00960749,-0.488742,42.2395,61.706,0.0,-0.0024781787547356704,1.0,0.0,5
3034,1072.05,169.261,0.0926719,-0.00942028,-0.486845,41.2502,61.726,0.0,-0.0021721144486935486,0.9945815989990541,0.0,5
3035,1072.99,169.81,0.0797305,-0.00927019,-0.484997,40.2689,61.746,0.0,-0.0017121768361223254,0.9565600152392824,0.0,5
3036,1073.93,169.417,0.0729155,-0.00915426,-0.483158,39.2974,61.766,0.0,-0.001076206219442125,0.0,0.3,5
