step,distFromStart,speedX,speedY,angle,trackPos,sensorFront,curLapTime,lastLapTime,steer,accel,brake,gear
1420,384.098,67.43,0.515271,0.0155536,-0.522716,19.7681,29.19,0.0,0.10413713029468574,0.14,0.0,2
1421,384.498,67.4234,0.525083,0.0154819,-0.523367,19.76,29.212,0.0,0.1039458938010418,0.14,0.0,2
1422,384.899,67.4167,0.531403,0.0154177,-0.524008,19.7515,29.234,0.0,0.1037707010597281,0.14,0.0,2
1423,385.299,67.4099,0.534829,0.0153476,-0.524649,19.7434,29.256,0.0,0.10362695073965644,0.14,0.0,2
1424,385.699,67.4032,0.535859,0.0152645,-0.525264,19.7372,29.278,0.0,0.10352089002411685,0.14,0.0,2
1425,386.099,67.0782,0.517283,0.0149901,-0.525882,19.7473,29.3,0.0,0.10345133755137886,0.0,0.07709494126608235,2
1426,386.497,67.0166,0.502785,0.0145683,-0.5265,19.7703,29.322,0.0,0.10358118312063136,0.14,0.0,2
1427,386.894,67.0126,0.493441,0.0144362,-0.52709,19.7687,29.344,0.0,0.10372379566411515,0.14,0.0,2
1428,387.292,67.0084,0.49415,0.0144706,-0.527689,19.7526,29.366,0.0,0.10384533160624956,0.14,0.0,2
1429,387.69,67.0044,0.500698,0.0145409,-0.528282,19.7333,29.388,0.0,0.10392747233608465,0.14,0.0,2
1430,388.088,67.0009,0.511737,0.0145681,-0.528868,19.7181,29.41,0.0,0.10395658680065953,0.14,0.0,2
1431,388.486,66.9977,0.522953,0.0145276,-0.529443,19.7089,29.432,0.0,0.10396893507660339,0.14,0.0,2
1432,388.883,66.9952,0.532309,0.0144343,-0.529999,19.7047,29.454,0.0,0.10395779341077761,0.14,0.0,2
1433,389.281,66.9933,0.539043,0.0143123,-0.530534,19.7035,29.476,0.0,0.10392465054108393,0.14,0.0,2
1434,389.679,66.9848,0.516987,0.0140538,-0.531056,19.7144,29.498,0.0,0.1038821526018022,0.14,0.0,2
1435,390.076,66.987,0.499204,0.0136964,-0.531592,19.7336,29.52,0.0,0.1039320953909362,0.14,0.0,2
1436,390.474,66.9874,0.498981,0.0134273,-0.532108,19.7457,29.542,0.0,0.10396739540033606,0.14,0.0,2
1437,390.872,66.9872,0.507078,0.0132458,-0.532608,19.7504,29.564,0.0,0.10391445233918627,0.14,0.0,2
1438,391.269,66.9866,0.51855,0.013135,-0.533067,19.7499,29.586,0.0,0.10385542549231477,0.14,0.0,2
1439,391.667,66.9856,0.529669,0.0130684,-0.533514,19.7459,29.608,0.0,0.10390702555934095,0.14,0.0,2
1440,392.064,66.9843,0.538435,0.0130193,-0.53394,19.7407,29.63,0.0,0.1040351984143271,0.14,0.0,2
1441,392.462,66.9827,0.543729,0.0129647,-0.534372,19.7359,29.652,0.0,0.10419376755214795,0.14,0.0,2
1442,392.859,66.9807,0.548138,0.0128706,-0.534778,19.7351,29.674,0.0,0.10472609078659749,0.14,0.0,2
1443,393.257,66.9791,0.548057,0.0127387,-0.535176,19.7378,29.696,0.0,0.10515165882971783,0.14,0.0,2
1444,393.655,66.9774,0.5495,0.012569,-0.535556,19.7442,29.718,0.0,0.1055039906667926,0.14,0.0,2
1445,394.052,66.976,0.549003,0.0123773,-0.535916,19.753,29.74,0.0,0.10578295169977965,0.14,0.0,2
1446,394.449,66.9746,0.548381,0.0121822,-0.536279,19.762,29.762,0.0,0.10624947026645076,0.14,0.0,2
1447,394.846,66.5162,0.527799,0.0117848,-0.536597,19.7898,29.784,0.0,0.10689063097481026,0.0,0.1352042427609274,2
1448,395.239,65.9614,0.492891,0.0109794,-0.536865,19.8547,29.806,0.0,0.10778022762794547,0.0,0.11757430142138202,2
1449,395.629,65.4755,0.463938,0.00992084,-0.537102,19.943,29.828,0.0,0.10881031389266763,0.0,0.09623646908025034,2
1450,396.016,65.0521,0.446146,0.00870705,-0.537325,20.0459,29.85,0.0,0.10984673059893661,0.0,0.0775484857317594,2
1451,396.402,65.0019,0.458885,0.00767183,-0.537437,20.1358,29.872,0.0,0.11078386877781879,0.14,0.0,2
1452,396.787,65.0045,0.494967,0.00701094,-0.53744,20.195,29.894,0.0,0.11140275381875546,0.14,0.0,2
1453,397.173,65.0077,0.512601,0.00658369,-0.537373,20.2348,29.916,0.0,0.11170696157467781,0.14,0.0,2
1454,397.559,65.0122,0.509914,0.00656247,-0.537279,20.2389,29.938,0.0,0.11188955341259002,0.14,0.0,2
1455,397.945,65.0166,0.518039,0.00670123,-0.537195,20.2283,29.96,0.0,0.11213796446823149,0.14,0.0,2
1456,398.331,65.0209,0.538587,0.00674582,-0.537103,20.2263,29.982,0.0,0.11242241121941812,0.14,0.0,2
1457,398.716,65.0259,0.564802,0.00654149,-0.536978,20.2474,30.004,0.0,0.11265332970582587,0.14,0.0,2
1458,399.102,65.0324,0.584174,0.0061276,-0.536789,20.2889,30.026,0.0,0.1127172106109673,0.14,0.0,2
1459,399.488,65.0405,0.597183,0.00560045,-0.53656,20.3416,30.048,0.0,0.11265997440614729,0.14,0.0,2
1460,399.874,65.0457,0.599347,0.00501943,-0.536258,20.4009,30.07,0.0,0.112513359270898,0.14,0.0,2
1461,400.26,65.0427,0.520712,0.0039959,-0.535967,20.5004,30.092,0.0,0.11233681826510446,0.14,0.0,2
1462,400.646,65.0644,0.491742,0.0029664,-0.535655,20.6012,30.114,0.0,0.11230170071583649,0.14,0.0,2
1463,401.033,65.0779,0.501697,0.00219631,-0.535268,20.6804,30.136,0.0,0.11202917395467424,0.14,0.0,2
1464,401.419,65.0904,0.524471,0.00165725,-0.534821,20.7399,30.158,0.0,0.11143468624340874,0.14,0.0,2
1465,401.805,65.1015,0.551966,0.0012815,-0.534285,20.7863,30.18,0.0,0.11060408707290612,0.14,0.0,2
1466,402.191,65.1121,0.572448,0.00100303,-0.533705,20.8248,30.202,0.0,0.10975050709370116,0.14,0.0,2
1467,402.578,65.1221,0.584575,0.000773907,-0.533084,20.8597,30.224,0.0,0.1089222894515033,0.14,0.0,2
1468,402.965,65.1318,0.588318,0.000558853,-0.532434,20.894,30.246,0.0,0.10815081182747859,0.14,0.0,2
1469,403.351,65.1417,0.584437,0.000341415,-0.53177,20.9287,30.268,0.0,0.10745700022212268,0.14,0.0,2
1470,403.738,65.1519,0.576828,0.00013113,-0.531091,20.9633,30.29,0.0,0.10603725793426565,0.14,0.0,2
1471,404.125,65.1627,0.565226,-3.31402e-05,-0.530424,20.9932,30.312,0.0,0.10443487851875284,0.14,0.0,2
1472,404.512,65.1736,0.556351,-0.000142336,-0.529744,21.0183,30.334,0.0,0.10272905137427768,0.14,0.0,2
1473,404.898,65.1847,0.54605,-0.000181198,-0.529074,21.0367,30.356,0.0,0.10096713534622172,0.14,0.0,2
1474,405.285,65.196,0.535786,-0.000132799,-0.528419,21.0466,30.378,0.0,0.09926488936573295,0.14,0.0,2
1475,405.673,65.2072,0.528828,-1.5974e-05,-0.527779,21.0499,30.4,0.0,0.0976124361488854,0.14,0.0,2
1476,406.06,65.2185,0.520027,0.000172615,-0.527162,21.046,30.422,0.0,0.09598496241818762,0.14,0.0,2
1477,406.447,65.23,0.510625,0.000444651,-0.526564,21.034,30.444,0.0,0.09439949337880896,0.14,0.0,2
1478,406.834,65.2413,0.504076,0.000779152,-0.526007,21.0153,30.466,0.0,0.09287023423152188,0.14,0.0,2
1479,407.222,65.2529,0.4954,0.0011816,-0.525487,20.9896,30.488,0.0,0.09137983550762985,0.14,0.0,2
1480,407.609,65.2654,0.470667,0.00169754,-0.525018,20.9524,30.51,0.0,0.08994158160617667,0.14,0.0,2
1481,407.997,65.2803,0.42354,0.00262618,-0.524654,20.8752,30.532,0.0,0.08865076879782968,0.14,0.0,2
1482,408.385,65.2964,0.400684,0.00381279,-0.524414,20.7722,30.554,0.0,0.08766738053185981,0.14,0.0,2
1483,408.773,65.3134,0.406865,0.00493026,-0.524289,20.6733,30.576,0.0,0.08718525960526631,0.14,0.0,2
1484,409.16,65.3318,0.427444,0.00580502,-0.524226,20.5956,30.598,0.0,0.08658041214419432,0.14,0.0,2
1485,409.548,65.352,0.443554,0.00649738,-0.524193,20.5339,30.62,0.0,0.08588741511974518,0.14,0.0,2
1486,409.937,65.3742,0.453572,0.00712013,-0.524207,20.4777,30.642,0.0,0.08531123611431432,0.14,0.0,2
1487,410.325,65.3948,0.459347,0.00772309,-0.524252,20.4226,30.664,0.0,0.08483812166732783,0.14,0.0,2
1488,410.713,65.3773,0.350714,0.00778222,-0.524393,20.4143,30.686,0.0,0.08445718623080821,0.14,0.0,2
1489,411.102,65.4359,0.301799,0.00764918,-0.52464,20.4208,30.708,0.0,0.0846466225359066,0.14,0.0,2
1490,411.49,65.4671,0.317585,0.00788403,-0.524899,20.3941,30.73,0.0,0.08488393463819563,0.14,0.0,2
1491,411.879,65.4949,0.356542,0.00841761,-0.525148,20.341,30.752,0.0,0.08489087453349192,0.14,0.0,2
1492,412.268,65.5209,0.397303,0.00914502,-0.525407,20.2705,30.774,0.0,0.08465587824537388,0.14,0.0,2
1493,412.657,65.5459,0.42663,0.00998306,-0.52567,20.1903,30.796,0.0,0.08426681757739261,0.14,0.0,2
1494,413.046,65.57,0.447138,0.010849,-0.525973,20.1071,30.818,0.0,0.08384139594277415,0.14,0.0,2
1495,413.436,65.5936,0.454645,0.0117087,-0.52634,20.0234,30.84,0.0,0.08343497611235676,0.14,0.0,2
1496,413.825,65.6171,0.45531,0.0125353,-0.526775,19.9413,30.862,0.0,0.08311482448348965,0.14,0.0,2
1497,414.215,65.641,0.452023,0.0133255,-0.527263,19.8616,30.884,0.0,0.08292228482209897,0.14,0.0,2
1498,414.605,65.6652,0.447753,0.0140967,-0.52782,19.7822,30.906,0.0,0.08285151966153029,0.14,0.0,2
1499,414.995,65.6895,0.444203,0.0148621,-0.528458,19.7017,30.928,0.0,0.08287837718146529,0.14,0.0,2
1500,415.385,65.714,0.441941,0.0156329,-0.529149,19.6199,30.95,0.0,0.08297904057266028,0.14,0.0,2
1501,415.775,65.7384,0.440736,0.0164113,-0.529912,19.5359,30.972,0.0,0.0831327529130083,0.14,0.0,2
1502,416.165,65.7626,0.440231,0.0171969,-0.530739,19.4503,30.994,0.0,0.08332699013974353,0.14,0.0,2
1503,416.556,65.7868,0.443302,0.017967,-0.53163,19.3648,31.016,0.0,0.08355487638375339,0.14,0.0,2
1504,416.946,65.8109,0.444515,0.018723,-0.532578,19.2794,31.038,0.0,0.08379916381519156,0.14,0.0,2
1505,417.337,65.835,0.44526,0.0194759,-0.533586,19.1932,31.06,0.0,0.08419110709265296,0.14,0.0,2
1506,417.728,65.8589,0.448917,0.020206,-0.534651,19.1079,31.082,0.0,0.08470918399092874,0.14,0.0,2
1507,418.119,65.8849,0.418309,0.0210199,-0.535776,19.0144,31.104,0.0,0.08531378199120927,0.14,0.0,2
1508,418.51,65.9138,0.357354,0.0223684,-0.537044,18.8733,31.126,0.0,0.08618678221698031,0.14,0.0,2
1509,418.901,65.9446,0.322682,0.0241599,-0.538516,18.6916,31.148,0.0,0.08752252001559696,0.14,0.0,2
1510,419.292,65.9752,0.354213,0.0257483,-0.540134,18.5247,31.17,0.0,0.08916326243860331,0.14,0.0,2
1511,419.684,66.0073,0.406414,0.0267396,-0.541798,18.4064,31.192,0.0,0.09066393452980534,0.14,0.0,2
1512,420.075,66.042,0.447283,0.0272806,-0.543463,18.3251,31.214,0.0,0.09188932737423788,0.14,0.0,2
1513,420.467,66.0792,0.476472,0.0275853,-0.545129,18.263,31.236,0.0,0.0929811672067602,0.14,0.0,2
1514,420.859,66.0978,0.482136,0.0277483,-0.546788,18.2126,31.258,0.0,0.09400513947688538,0.14,0.0,2
1515,421.251,66.0253,0.272688,0.0267971,-0.548528,18.2509,31.28,0.0,0.09508718464705178,0.14,0.0,2
1516,421.643,66.1679,0.139012,0.0251188,-0.550433,18.3456,31.302,0.0,0.0971407132775921,0.14,0.0,2
1517,422.035,66.2319,0.187116,0.0242124,-0.552249,18.3793,31.324,0.0,0.09925567842363432,0.14,0.0,2
1518,422.428,66.2756,0.295927,0.0239632,-0.553911,18.3624,31.346,0.0,0.10061008813587805,0.14,0.0,2
1519,422.821,66.3164,0.396557,0.0240867,-0.555443,18.3175,31.368,0.0,0.10118963796853393,0.14,0.0,2
1520,423.214,66.3558,0.469646,0.0243511,-0.556888,18.2677,31.39,0.0,0.10128442120950466,0.14,0.0,2
1521,423.607,66.3945,0.51525,0.0246053,-0.558293,18.2409,31.412,0.0,0.10116516760410942,0.14,0.0,2
1522,424.001,66.4326,0.537501,0.0247848,-0.55966,18.2495,31.434,0.0,0.10103654798214215,0.14,0.0,2
1523,424.395,66.471,0.54215,0.0248685,-0.561031,18.303,31.456,0.0,0.10101413055461109,0.14,0.0,2
1524,424.789,66.5101,0.538413,0.0248849,-0.562407,18.4109,31.478,0.0,0.10101449279523014,0.14,0.0,2
1525,425.183,66.5496,0.53252,0.0248711,-0.563797,18.5872,31.5,0.0,0.10087598555499366,0.14,0.0,2
1526,425.577,66.5893,0.527593,0.0248528,-0.565189,18.8594,31.522,0.0,0.10064033124891597,0.14,0.0,2
1527,425.972,66.629,0.524587,0.0248432,-0.566585,19.2851,31.544,0.0,0.100697034294046,0.14,0.0,2
1528,426.367,66.6686,0.523211,0.0248475,-0.567982,20.0271,31.566,0.0,0.10076815943626455,0.14,0.0,2
1529,426.761,66.3334,0.505741,0.0246732,-0.569377,53.8247,31.588,0.0,0.10085990379805909,0.0,0.10026404729178531,2
1530,427.152,65.8224,0.470621,0.0241497,-0.570776,53.0447,31.61,0.0,0.10115874039398774,0.0,0.12820435276672845,2
1531,427.54,65.246,0.44052,0.0234525,-0.572137,52.2605,31.632,0.0,0.1016988825533433,0.0,0.14734212560718574,2
1532,427.925,64.6212,0.415074,0.0226545,-0.573462,51.4786,31.654,0.0,0.10235364738001348,0.0,0.16157852081265525,2
1533,428.305,63.9677,0.400367,0.0217869,-0.574727,50.7016,31.676,0.0,0.10291220658570197,0.0,0.1703958725244557,2
1534,428.682,63.4075,0.342116,0.0211341,-0.575955,49.9509,31.698,0.0,0.10332839144165512,0.0,0.17508416417772976,2
1535,429.056,62.9369,0.257345,0.0213063,-0.57724,49.2699,31.72,0.0,0.10403738860376233,0.0,0.18112540838220836,2
1536,429.427,62.3812,0.197293,0.0222876,-0.578639,48.6562,31.742,0.0,0.10529333402712503,0.0,0.18895681418966304,2
1537,429.793,61.5444,0.187365,0.0236294,-0.580156,48.0786,31.764,0.0,0.10702863446589621,0.0,0.19184568191715157,2
1538,430.155,60.5875,0.261715,0.0245461,-0.581705,47.482,31.786,0.0,0.10907148551053451,0.0,0.1817535746410868,2
1539,430.511,59.9032,0.386295,0.0240688,-0.583105,46.7963,31.808,0.0,0.1108866378833751,0.0,0.16495841953564147,2
1540,430.863,59.3066,0.441414,0.0227826,-0.584319,46.0624,31.83,0.0,0.11187165637308102,0.0,0.15756193227147308,2
1541,431.212,58.7374,0.472293,0.0213509,-0.58537,45.3278,31.852,0.0,0.11239707023300552,0.0,0.15277387849854526,2
1542,431.559,58.3355,0.293647,0.0193565,-0.586371,44.5639,31.874,0.0,0.112653552485229,0.0,0.14838941475366513,2
1543,431.903,57.9583,-0.0140005,0.016129,-0.587497,43.7267,31.896,0.0,0.1136396234513794,0.0,0.15020243875611974,2
1544,432.244,57.3363,-0.277032,0.0119729,-0.588745,42.8405,31.918,0.0,0.11578275984829571,0.0,0.14817402149908787,2
1545,432.581,56.6495,-0.154571,0.0085113,-0.589769,42.0158,31.94,0.0,0.11861447848613457,0.0,0.12979240001822326,2
1546,432.915,56.2227,0.122114,0.00643134,-0.590305,41.2909,31.962,0.0,0.12008945953560199,0.0,0.10378701940538476,2
1547,433.246,55.8742,0.354158,0.0050602,-0.590408,40.618,31.984,0.0,0.11985821778606608,0.0,0.08311569920072596,2
1548,433.577,55.9412,0.508638,0.00415373,-0.590193,39.9783,32.006,0.0,0.11866199759167365,0.18,0.0,2
1549,433.878,56.114,0.589158,0.00365067,-0.589832,39.4178,32.026,0.0,0.11703627002748235,0.28,0.0,2
1550,434.181,56.3044,0.625691,0.00322795,-0.589377,38.8627,32.046,0.0,0.11548410387131358,0.28,0.0,2
1551,434.484,56.4945,0.638465,0.00283957,-0.588869,38.3102,32.066,0.0,0.11422860533860425,0.28,0.0,2
1552,434.789,56.6858,0.638036,0.00246,-0.588342,37.7593,32.086,0.0,0.1132873518752874,0.28,0.0,2
1553,435.094,56.8784,0.631842,0.00209618,-0.587788,37.2102,32.106,0.0,0.1124885390121914,0.28,0.0,2
1554,435.401,57.072,0.626854,0.00174022,-0.587225,36.6626,32.126,0.0,0.11187551432528041,0.28,0.0,2
1555,435.708,57.2663,0.623491,0.0013845,-0.586638,36.116,32.146,0.0,0.11156790095738935,0.28,0.0,2
1556,436.017,57.4614,0.619012,0.00104427,-0.586044,35.5715,32.166,0.0,0.11147686522340763,0.28,0.0,2
1557,436.327,57.6566,0.620512,0.00069809,-0.585423,35.0276,32.186,0.0,0.11155591569980225,0.28,0.0,2
1558,436.638,57.8523,0.619,0.000354052,-0.584789,34.4853,32.206,0.0,0.1113930388051293,0.28,0.0,2
1559,436.949,58.0483,0.618955,2.00272e-05,-0.584119,33.9443,32.226,0.0,0.11140271426670753,0.28,0.0,2
1560,437.262,58.2445,0.622213,-0.000331163,-0.583432,33.4037,32.246,0.0,0.11153173209311769,0.28,0.0,2
1561,437.576,58.4411,0.623768,-0.000696659,-0.582724,32.8637,32.266,0.0,0.11170292121497519,0.28,0.0,2
1562,437.892,58.638,0.624514,-0.00106311,-0.581985,32.3249,32.286,0.0,0.111713371095459,0.28,0.0,2
1563,438.208,58.8353,0.624706,-0.0014298,-0.581226,31.7875,32.306,0.0,0.11150023330580007,0.28,0.0,2
1564,438.525,59.0331,0.621529,-0.00177884,-0.580446,31.2525,32.326,0.0,0.1111620468535231,0.28,0.0,2
1565,438.843,59.2312,0.619441,-0.00211287,-0.57964,30.7197,32.346,0.0,0.11075198611903217,0.28,0.0,2
1566,439.163,59.432,0.591844,-0.00230122,-0.578833,30.1959,32.366,0.0,0.11028485728646689,0.28,0.0,2
1567,439.483,59.6327,0.572496,-0.00232267,-0.578041,29.6818,32.386,0.0,0.10989972669684976,0.28,0.0,2
1568,439.805,59.8342,0.565305,-0.00231552,-0.577258,29.1705,32.406,0.0,0.10953852603844995,0.28,0.0,2
1569,440.128,60.0366,0.568198,-0.00236392,-0.576485,28.6578,32.426,0.0,0.10908695973520195,0.28,0.0,2
1570,440.458,60.2407,0.575117,-0.00473356,-0.575684,28.1425,32.446,0.0,0.10847030277395792,0.28,0.0,2
1571,440.814,60.4461,0.58115,-0.0156448,-0.574366,27.6261,32.466,0.0,0.10726403292620292,0.28,0.0,2
1572,441.17,60.6535,0.578834,-0.0265708,-0.572314,27.112,32.486,0.0,0.10396833578141762,0.28,0.0,2
1573,441.528,60.8626,0.56532,-0.0374112,-0.569531,26.6048,32.506,0.0,0.0991071071328442,0.28,0.0,2
1574,441.887,61.0635,0.538403,-0.0480969,-0.566036,26.1073,32.526,0.0,0.09310942885942655,0.28,0.0,2
1575,442.246,61.2547,0.467056,-0.0588148,-0.561868,25.6116,32.546,0.0,0.08632533595149205,0.28,0.0,2
1576,442.606,61.4867,0.414755,-0.0693519,-0.557036,25.1265,32.566,0.0,0.07915378566511787,0.28,0.0,2
1577,442.968,61.7066,0.3824,-0.0795286,-0.551521,24.6588,32.586,0.0,0.07158914650580256,0.28,0.0,2
1578,443.33,61.925,0.354434,-0.0893536,-0.545333,24.2074,32.606,0.0,0.06365072953378664,0.28,0.0,2
1579,443.692,62.1422,0.323351,-0.0988278,-0.538503,23.7715,32.626,0.0,0.055432867292164976,0.28,0.0,2
1580,444.055,62.2467,0.294044,-0.10798,-0.531041,23.3494,32.646,0.0,0.047196039716314156,0.14,0.0,2
1581,444.418,62.3188,0.261266,-0.11685,-0.522974,22.9391,32.666,0.0,0.03908815826695851,0.14,0.0,2
1582,444.781,62.3898,0.220495,-0.125427,-0.514346,22.5407,32.686,0.0,0.031150455674612502,0.14,0.0,2
1583,445.143,62.4598,0.175947,-0.133695,-0.505181,22.1544,32.706,0.0,0.023423335248441812,0.14,0.0,2
1584,445.505,62.5289,0.133606,-0.14168,-0.495485,21.7787,32.726,0.0,0.01596412735016293,0.14,0.0,2
1585,445.866,62.5974,0.0829928,-0.149336,-0.48529,21.415,32.746,0.0,0.006103372043582203,0.14,0.0,2
1586,446.228,62.6653,0.033383,-0.156647,-0.474617,21.0634,32.766,0.0,-0.002758710745562238,0.14,0.0,2
1587,446.588,62.7324,-0.0124942,-0.163641,-0.463517,20.7228,32.786,0.0,-0.010931669473352406,0.14,0.0,2
1588,446.949,62.7994,-0.0538431,-0.170357,-0.45197,20.3912,32.806,0.0,-0.018477369985351544,0.14,0.0,2
1589,447.309,62.8692,-0.0952981,-0.176832,-0.439969,20.0668,32.826,0.0,-0.02548393856894468,0.14,0.0,2
1590,447.668,62.9343,-0.141239,-0.183064,-0.427577,19.7499,32.846,0.0,-0.03211918716223085,0.14,0.0,2
1591,448.028,62.9982,-0.18225,-0.189041,-0.414803,19.4405,32.866,0.0,-0.038428908886670846,0.14,0.0,2
1592,448.386,63.1737,-0.219852,-0.194731,-0.401649,19.1394,32.886,0.0,-0.04454229243637438,0.28,0.0,2
1593,448.746,63.3806,-0.250595,-0.200147,-0.38811,18.8456,32.906,0.0,-0.05056547955596223,0.28,0.0,2
1594,449.105,63.5889,-0.279086,-0.205324,-0.374187,18.5577,32.926,0.0,-0.056587630854919524,0.28,0.0,2
1595,449.465,63.7971,-0.313125,-0.210225,-0.359901,18.2768,32.946,0.0,-0.06261555729497878,0.28,0.0,2
1596,449.825,64.0062,-0.345031,-0.214856,-0.34528,18.0024,32.966,0.0,-0.06835519865674014,0.28,0.0,2
1597,450.186,64.2153,-0.374206,-0.219274,-0.330316,17.7327,32.986,0.0,-0.07363795726550688,0.28,0.0,2
1598,450.546,64.4237,-0.399536,-0.223517,-0.315017,17.4662,33.006,0.0,-0.0786145028120554,0.28,0.0,2
1599,450.908,64.6318,-0.419669,-0.22762,-0.299421,17.202,33.026,0.0,-0.08347498287371152,0.28,0.0,2
1600,451.269,64.8393,-0.440059,-0.231586,-0.283507,16.9399,33.046,0.0,-0.08830888994952317,0.28,0.0,2
1601,451.63,65.0462,-0.460221,-0.235399,-0.267274,16.68,33.066,0.0,-0.09311455434215107,0.28,0.0,2
1602,451.992,65.2526,-0.480497,-0.239043,-0.250769,16.423,33.086,0.0,-0.09789068877090522,0.28,0.0,2
1603,452.354,65.4659,-0.506878,-0.242558,-0.233961,16.1673,33.106,0.0,-0.10262094540853961,0.28,0.0,2
1604,452.717,65.6732,-0.544698,-0.24599,-0.216892,15.912,33.126,0.0,-0.10729505954541585,0.28,0.0,2
1605,453.079,65.8768,-0.581226,-0.249247,-0.199592,15.6597,33.146,0.0,-0.11180596247650379,0.28,0.0,2
1606,453.442,66.0788,-0.606442,-0.252268,-0.182055,15.4118,33.166,0.0,-0.11625387369842616,0.28,0.0,2
1607,453.805,66.2814,-0.623615,-0.255026,-0.164211,15.168,33.186,0.0,-0.12074499192983146,0.28,0.0,2
1608,454.169,66.4855,-0.633178,-0.257538,-0.14614,14.9285,33.206,0.0,-0.12530539495520843,0.28,0.0,2
1609,454.532,66.6898,-0.648002,-0.259815,-0.127853,14.6929,33.226,0.0,-0.12994395749915374,0.28,0.0,2
1610,454.896,66.8934,-0.668254,-0.261801,-0.109395,14.4627,33.246,0.0,-0.13451553608108546,0.28,0.0,2
1611,455.26,67.0986,-0.685368,-0.263535,-0.0907928,14.237,33.266,0.0,-0.13916836937229152,0.28,0.0,2
1612,455.625,67.3036,-0.701258,-0.26511,-0.0719978,14.0127,33.286,0.0,-0.1435916446930095,0.28,0.0,2
1613,455.989,67.5082,-0.711976,-0.266573,-0.0530571,13.7892,33.306,0.0,-0.14747016662415172,0.28,0.0,2
1614,456.354,67.7122,-0.722666,-0.267941,-0.0339676,13.5657,33.326,0.0,-0.1508385146663535,0.28,0.0,2
1615,456.719,67.9159,-0.73043,-0.269223,-0.014727,13.342,33.346,0.0,-0.1537759434105594,0.28,0.0,2
1616,457.085,68.1194,-0.734831,-0.270436,0.00466461,13.1175,33.366,0.0,-0.15645783298999555,0.28,0.0,2
1617,457.451,68.3288,-0.74565,-0.271594,0.0241776,12.8921,33.386,0.0,-0.1591583020203439,0.28,0.0,2
1618,457.817,68.5322,-0.770971,-0.272752,0.043837,12.6643,33.406,0.0,-0.1621011353486232,0.28,0.0,2
1619,458.183,68.7328,-0.801796,-0.273823,0.0636017,12.4364,33.426,0.0,-0.1655507307004172,0.28,0.0,2
1620,458.55,68.9317,-0.821978,-0.274707,0.0834785,12.2104,33.446,0.0,-0.16933880436917773,0.28,0.0,2
1621,458.917,69.1306,-0.831421,-0.27534,0.103446,11.988,33.466,0.0,-0.1733148686286195,0.28,0.0,2
1622,459.283,68.8493,-0.818186,-0.275507,0.123456,11.7743,33.486,0.0,-0.17754591888879573,0.0,0.11687478586543038,2
1623,459.645,68.0366,-0.722942,-0.27504,0.143313,11.5747,33.506,0.0,-0.18251384184098168,0.0,0.31405014503271833,2
1624,460.001,66.9083,-0.586704,-0.274356,0.162937,11.3805,33.526,0.0,-0.18890269900088535,0.0,0.40342931488820766,2
1625,460.35,65.6579,-0.462385,-0.273476,0.182327,11.1912,33.546,0.0,-0.19674835798592666,0.0,0.4000156639304221,2
1626,460.692,64.4072,-0.381226,-0.272158,0.201358,11.0134,33.566,0.0,-0.2058570565603315,0.0,0.3823100584332747,2
1627,461.026,63.2124,-0.345016,-0.27018,0.219985,10.8523,33.586,0.0,-0.21471582527339067,0.0,0.3573001059477505,2
1628,461.355,62.1048,-0.347121,-0.267516,0.238133,10.7093,33.606,0.0,-0.22266843708975842,0.0,0.328897618981829,2
1629,461.677,61.0912,-0.380382,-0.264334,0.255743,10.5814,33.626,0.0,-0.229336667998914,0.0,0.29963665196465156,2
1630,461.994,60.1735,-0.440609,-0.260817,0.272801,10.465,33.646,0.0,-0.2345894976868676,0.0,0.2707897016469815,2
1631,462.307,59.3457,-0.51476,-0.257146,0.289311,10.3562,33.666,0.0,-0.23849517089561473,0.0,0.2431981732517059,2
1632,462.615,58.5995,-0.609618,-0.253457,0.305266,10.2523,33.686,0.0,-0.24162518223038543,0.0,0.21721522705591204,2
1633,462.92,57.9299,-0.718797,-0.249875,0.320692,10.1504,33.706,0.0,-0.2440383898636712,0.0,0.19296541871633913,2
1634,463.221,57.3317,-0.828889,-0.246412,0.335603,10.0502,33.726,0.0,-0.2457954847825575,0.0,0.17059371822441788,2
1635,463.519,56.7995,-0.920876,-0.242978,0.350025,9.95337,33.746,0.0,-0.24709294878130256,0.0,0.1501564566197883,2
1636,463.815,56.3261,-0.991902,-0.239506,0.364021,9.86092,33.766,0.0,-0.24826606102186988,0.0,0.13164075318488544,2
1637,464.108,55.9062,-1.0463,-0.235943,0.377618,9.77379,33.786,0.0,-0.24955689763288047,0.0,0.11491774165128195,2
1638,464.399,55.534,-1.0863,-0.232285,0.390849,9.69176,33.806,0.0,-0.2510536276746197,0.0,0.09989609903958979,2
1639,464.689,55.2053,-1.1212,-0.228548,0.403733,9.6144,33.826,0.0,-0.2527895619547807,0.0,0.08643826603931888,2
1640,464.976,55.0884,-1.16626,-0.225084,0.41629,9.53353,33.846,0.0,-0.2546794309901689,0.14,0.0,2
1641,465.264,55.1397,-1.22741,-0.222137,0.4286,9.44247,33.866,0.0,-0.25647707391890473,0.14,0.0,2
1642,465.552,55.1899,-1.28182,-0.219419,0.440677,9.3476,33.886,0.0,-0.2579791222010068,0.14,0.0,2
