mode,policy_controlled,global_step,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
evaluation_baseline,True,60167,1,9826,1441.749948504302,2943.34,72.1735,51.38242407610412,0,0.0,1,203.37,lap_completed
evaluation_baseline,True,60167,2,9801,1456.892667905349,2943.14,70.3662,51.46816976245284,0,0.0,1,202.884,lap_completed
evaluation_baseline,True,60167,3,9835,1442.9800898644253,2943.19,70.3995,51.31721243231316,0,0.0,1,203.56,lap_completed
replay_warmup,True,60167,4,9806,1450.4457793062552,2943.09,71.2118,51.46727980562009,0,0.0,1,202.986,lap_completed
training,True,61087,5,1116,77.54420385673907,305.67,68.2945,47.361962227598504,1,0.0,0,,off_track
training,True,61598,6,511,23.140776958167052,94.5615,54.6165,31.87806253346378,1,0.0,0,,off_track
training,True,62013,7,415,25.408417334270318,95.8782,64.3896,38.99595483421687,1,0.0,0,,off_track
training,True,62636,8,623,36.436404155992335,143.99,67.7364,41.198384149117146,1,0.0,0,,off_track
training,True,63018,9,382,24.63599581050626,83.5115,60.2161,37.367925568062844,1,0.0,0,,off_track
training,True,63605,10,587,14.888226954611504,122.019,60.95,37.337755553662674,0,0.0,0,,backwards
training,True,64171,11,566,43.177637674579806,150.065,74.2641,46.781407170653736,1,0.0,0,,off_track
training,True,64587,12,416,29.183470540015428,111.839,70.1745,45.186233699519256,1,0.0,0,,off_track
training,True,64894,13,307,9.209133700695283,72.9961,75.8571,40.09643025407165,1,0.0,0,,off_track
training,True,65504,14,610,29.330930749209145,140.024,59.6702,40.87350618360658,1,0.0,0,,off_track
training,True,66276,15,772,47.57210435248327,224.699,79.2524,52.136215101554406,1,0.0,0,,off_track
training,True,66657,16,381,12.107241100149238,85.6484,63.7385,39.72862383136483,1,0.0,0,,off_track
training,True,67231,17,574,27.646724657498943,130.602,61.3772,40.66373339717773,1,0.0,0,,off_track
training,True,67690,18,459,18.193066769761753,103.564,61.1048,40.21931551980392,1,0.0,0,,off_track
training,True,68126,19,436,14.919438540533086,101.814,66.8273,41.38453079607798,1,0.0,0,,off_track
training,True,68474,20,348,4.412092368227647,66.572,61.177,34.646194106896544,1,0.0,0,,off_track
training,True,68842,21,368,8.891007432311248,74.001,57.3296,35.715815323369554,1,0.0,0,,off_track
training,True,69106,22,264,1.9249230492511327,53.4814,70.9661,33.21904253977272,0,0.0,0,,stalled
training,True,69424,23,318,-5.0593323991533845,57.9783,62.1911,31.96932408301884,0,0.0,0,,backwards
training,True,69693,24,269,-1.8211286771741868,48.53,60.9462,30.460719126394054,0,0.0,0,,stalled
training,True,69852,25,159,-5.416087751550903,18.5212,53.3207,19.74505609805032,0,0.0,0,,backwards
training,True,70268,26,416,3.1755685397819082,82.5027,59.8724,35.87051099663459,1,0.0,0,,off_track
evaluation,True,70268,27,9234,1378.2336419738442,2943.25,72.3389,55.07924453403411,0,0.0,1,191.536,lap_completed
evaluation,True,70268,28,9253,1368.8662923422257,2943.11,79.3021,54.97905411155739,0,0.0,1,191.926,lap_completed
evaluation,True,70268,29,9264,1333.1073449404055,2943.3,75.9201,54.93988663186634,0,0.0,1,192.132,lap_completed
training,True,70921,30,653,62.26537242012874,155.138,59.9667,41.86937419390508,1,0.0,0,,off_track
training,True,71146,31,225,-7.752856788165249,25.3025,58.2697,20.895992017777782,1,0.0,0,,off_track
training,True,71443,32,297,4.626397534807413,50.1636,58.3381,28.058525210437715,0,0.0,0,,stalled
training,True,71768,33,325,1.4260721546342232,61.2949,63.0552,34.02148757775387,1,0.0,0,,off_track
training,True,72079,34,311,-10.264148709854421,56.2195,60.0932,33.401399801607724,1,0.0,0,,off_track
training,True,72288,35,209,-4.7920046713250555,28.1558,58.8293,25.076879427272733,1,0.0,0,,off_track
training,True,72678,36,390,11.811537304561838,70.7439,54.8492,31.470124587487184,1,0.0,0,,off_track
training,True,73031,37,353,14.470114627799944,72.3635,57.322,34.28036721359773,0,0.0,0,,backwards
training,True,73517,38,486,23.934421265042154,106.591,60.2639,38.8138353247119,1,0.0,0,,off_track
training,True,73928,39,411,1.328898896195712,76.7185,63.5163,33.67286804399025,1,0.0,0,,off_track
training,True,74431,40,503,27.899134060449292,110.058,59.4919,38.709038474353875,1,0.0,0,,off_track
training,True,74950,41,519,34.7893188136899,115.732,61.5585,39.31787624583815,1,0.0,0,,off_track
training,True,75350,42,400,24.03334523554524,88.3188,62.5734,38.065389283750015,1,0.0,0,,off_track
training,True,75858,43,508,30.50361471072067,106.881,60.406,37.334497209448834,1,0.0,0,,off_track
training,True,76373,44,515,28.858904410619935,113.117,57.1476,39.05267116233012,1,0.0,0,,off_track
training,True,76806,45,433,16.268572178292107,92.0996,60.343,37.426106668799065,1,0.0,0,,off_track
training,True,77256,46,450,25.93219692690822,100.658,57.5355,39.019708211622216,1,0.0,0,,off_track
training,True,77710,47,454,30.650523691900737,109.825,69.1871,41.21320955643169,1,0.0,0,,off_track
training,True,78333,48,623,26.90241342395462,137.502,59.137,39.98636160768863,1,0.0,0,,off_track
training,True,78861,49,528,22.936900222433884,108.487,58.8473,36.70421437424238,1,0.0,0,,off_track
training,True,79056,50,195,-3.6803157602039063,29.001,62.876,26.209659174358986,1,0.0,0,,off_track
training,True,79526,51,470,0.8185743073797962,92.1875,60.4241,36.312006753617055,1,0.0,0,,off_track
training,True,79834,52,308,2.0061233609208777,60.3669,60.1599,35.312992085714285,1,0.0,0,,off_track
training,True,80167,53,333,5.344731761454133,70.5964,62.0888,35.94995836006006,0,0.0,0,,backwards
evaluation,True,80167,54,2667,382.14286744103316,963.244,107.385,63.0321986091415,1,0.0,0,,off_track
evaluation,True,80167,55,7852,1287.1877512267258,2943.23,102.903,64.4212136259018,0,0.0,1,163.9,lap_completed
evaluation,True,80167,56,7814,1220.0189394640454,2943.4,105.173,64.78699189027134,0,0.0,1,163.128,lap_completed
training,True,80738,57,571,74.14720743522302,166.472,97.2396,50.585291407362504,1,0.0,0,,off_track
training,True,81392,58,654,57.893373889587735,174.717,72.2895,46.57473096267583,1,0.0,0,,off_track
training,True,81873,59,481,29.324866390195574,108.448,62.4709,39.322640754677735,1,0.0,0,,off_track
training,True,82076,60,203,-2.165568456720389,31.7817,60.426,27.517543841871934,1,0.0,0,,off_track
training,True,82324,61,248,3.0975360715434874,44.6479,62.3733,32.070053580645165,1,0.0,0,,off_track
training,True,82490,62,166,-5.176827180365937,22.6162,59.2549,22.60298039042169,0,0.0,0,,backwards
training,True,82988,63,498,31.955378605083702,116.135,63.5465,39.67460183696788,0,0.0,0,,backwards
training,True,83489,64,501,31.587326767873506,106.04,57.4822,36.99507756642718,1,0.0,0,,off_track
training,True,84124,65,635,39.07243285662051,130.691,58.2412,36.946186959984296,1,0.0,0,,off_track
training,True,84736,66,612,36.270456500689654,127.853,57.4415,37.22062952908498,1,0.0,0,,off_track
training,True,85182,67,446,25.446727094409795,97.9524,60.3776,38.543645405923776,1,0.0,0,,off_track
training,True,85752,68,570,61.13871603154365,151.629,74.2626,46.35610131754383,1,0.0,0,,off_track
training,True,86335,69,583,61.12257755501736,149.928,69.2402,44.80919548027444,1,0.0,0,,off_track
