repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,8783,1412.0134095389938,2943.27,74.7684,57.71148176286688,0,0.0,1,182.516,lap_completed
2,2,8717,1399.9572871186904,2943.35,73.3097,58.15433833695764,0,0.0,1,181.19,lap_completed
3,3,1335,150.7574578344385,409.83,72.8172,52.154600496823974,0,0.0,0,,backwards
4,4,8657,1397.564863837925,2943.17,78.3816,58.56397316544527,0,0.0,1,180.002,lap_completed
5,5,8572,1410.1210809022043,2943.13,79.1751,59.08176353164488,0,0.0,1,178.304,lap_completed
6,6,8772,1401.809723327146,2943.19,73.2293,57.783888055547,0,0.0,1,182.3,lap_completed
7,7,8754,1416.7072101745835,2943.4,73.5573,57.896171142707175,0,0.0,1,181.928,lap_completed
8,8,642,69.83710629099046,164.245,78.8348,44.676819444330185,1,0.0,0,,off_track
9,9,8750,1407.9357056881277,2943.4,73.0816,57.93660768951519,0,0.0,1,181.848,lap_completed
10,10,8731,1399.8757792325955,2943.19,73.2092,58.035295239177664,0,0.0,1,181.48,lap_completed
