repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,4974,1495.9530121565303,2943.59,123.132,99.655073344773,0,0.0,1,104.164,lap_completed
2,2,4952,1523.2145555600846,2943.66,121.23,99.93825040728993,0,0.0,1,103.678,lap_completed
3,3,4936,1474.2428033874544,2943.18,131.562,100.51272426730142,0,0.0,1,103.342,lap_completed
4,4,4960,1493.6267388567535,2943.49,131.317,99.90500414532254,0,0.0,1,103.858,lap_completed
5,5,4907,1521.3227769012242,2943.61,127.571,100.91715699545544,0,0.0,1,102.688,lap_completed
6,6,4975,1492.3135177340514,2942.8,124.308,99.56196003296485,0,0.0,1,104.192,lap_completed
7,7,4976,1515.860526978324,2943.39,119.21,99.469964057898,0,0.0,1,104.214,lap_completed
8,8,4959,1527.08125998965,2943.35,130.748,99.78226157852417,0,0.0,1,103.84,lap_completed
9,9,4969,1462.8690661290807,2942.87,124.318,99.85588805636942,0,0.0,1,104.048,lap_completed
10,10,5074,1456.7641732141974,2943.58,121.235,97.60944744071742,0,0.0,1,106.362,lap_completed
