repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,627,69.7024425662067,160.348,79.0486,44.64045065483253,1,0.0,0,,off_track
2,2,8858,1413.2448077122879,2943.33,76.1682,57.15556072370498,0,0.0,1,184.01,lap_completed
3,3,8764,1364.8794588350997,2943.4,81.3116,57.842780572864186,0,0.0,1,182.128,lap_completed
4,4,8679,1358.2941940174182,2943.35,84.1541,58.38564690639257,0,0.0,1,180.43,lap_completed
5,5,5985,868.0147418115508,2038.69,85.218,57.59333402014695,1,0.0,0,,off_track
6,6,5988,835.8875501318672,2040.74,84.2159,57.67497863069153,1,0.0,0,,off_track
7,7,8747,1403.0875237367075,2943.1,80.5573,57.88107670064937,0,0.0,1,181.788,lap_completed
8,8,8881,1399.6761010448,2943.29,78.0669,57.1164660962256,0,0.0,1,184.474,lap_completed
9,9,8831,1398.238207884312,2943.22,78.5461,57.42814725179242,0,0.0,1,183.478,lap_completed
10,10,633,69.3671376019636,160.627,77.8572,44.231035293175346,1,0.0,0,,off_track
