repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,4984,1499.21941520846,2943.24,120.991,99.45848453075834,0,0.0,1,104.396,lap_completed
2,2,4962,1526.6255454725342,2943.19,123.509,99.75875470247865,0,0.0,1,103.914,lap_completed
3,3,4956,1470.1809358282055,2943.29,127.203,99.99006704160594,0,0.0,1,103.778,lap_completed
4,4,4945,1487.9487015610682,2943.67,138.312,100.21724877664296,0,0.0,1,103.522,lap_completed
5,5,4948,1493.188568577889,2943.25,125.259,100.09628062524273,0,0.0,1,103.602,lap_completed
6,6,4920,1502.6195079038446,2943.15,132.889,100.64951357038628,0,0.0,1,102.99,lap_completed
7,7,4945,1511.5728370121371,2943.37,132.993,100.0825785989687,0,0.0,1,103.534,lap_completed
8,8,4971,1501.172478859735,2943.31,123.279,99.68484696006857,0,0.0,1,104.108,lap_completed
9,9,4958,1470.4400815712122,2943.31,120.555,100.06224478212971,0,0.0,1,103.822,lap_completed
10,10,4949,1488.775816459985,2943.28,125.336,100.20674292388372,0,0.0,1,103.624,lap_completed
