repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,4978,1498.098440798476,2943.4,127.655,99.62929229714742,0,0.0,1,104.258,lap_completed
2,2,3549,1029.013872719599,2050.08,118.597,98.54533442093549,1,0.0,0,,off_track
3,3,4943,1516.4226968321777,2943.59,124.67,100.19711571153098,0,0.0,1,103.48,lap_completed
4,4,4995,1497.3317237235783,2943.16,123.947,99.16932559625656,0,0.0,1,104.64,lap_completed
5,5,5071,1413.384613442894,2943.4,126.389,97.68926821997671,0,0.0,1,106.302,lap_completed
6,6,4986,1505.4889615175684,2943.6,122.591,99.3933964501608,0,0.0,1,104.428,lap_completed
7,7,4953,1501.6335520486914,2943.14,126.591,100.09200924068251,0,0.0,1,103.718,lap_completed
8,8,5025,1487.6438014245434,2943.25,122.874,98.54793056445777,0,0.0,1,105.296,lap_completed
9,9,4953,1491.4821048625422,2943.64,125.382,100.04840827926505,0,0.0,1,103.7,lap_completed
10,10,4931,1491.5786752346473,2943.24,131.398,100.52809578460756,0,0.0,1,103.23,lap_completed
11,11,5041,1488.9908053502609,2943.21,118.399,98.24150289075578,0,0.0,1,105.65,lap_completed
12,12,5108,1464.2777820523606,2943.6,128.474,96.92522319340242,0,0.0,1,107.11,lap_completed
13,13,4990,1509.963391469424,2943.12,122.465,99.21503541661326,0,0.0,1,104.532,lap_completed
14,14,4975,1472.9956942679055,2943.64,124.437,99.62396433358785,0,0.0,1,104.182,lap_completed
15,15,3563,1001.9837008003927,2053.57,124.584,98.5753937452711,1,0.0,0,,off_track
16,16,4959,1499.4035403231373,2943.17,121.507,99.8126369133496,0,0.0,1,103.848,lap_completed
17,17,4944,1478.2680556263992,2943.32,127.445,100.29020440293286,0,0.0,1,103.512,lap_completed
18,18,5027,1499.733877580946,2943.59,124.403,98.53355288474259,0,0.0,1,105.328,lap_completed
19,19,4959,1509.7393285149599,2943.28,125.769,99.8871605776367,0,0.0,1,103.844,lap_completed
20,20,4945,1499.5803329727148,2943.17,129.251,100.13530530592482,0,0.0,1,103.54,lap_completed
