repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,3695,967.3226062637284,1884.92,156.609,87.34695633031131,1,0.0,0,,off_track
2,2,1538,480.10512586003654,917.776,172.581,99.83927861267877,1,0.0,0,,off_track
3,3,1220,311.846931533616,631.798,177.384,87.46520302721305,1,0.0,0,,off_track
4,4,1374,412.65785526667764,795.924,174.01,97.25889957059677,1,0.0,0,,off_track
5,5,697,182.4948543390203,396.62,186.264,97.39578084232436,1,0.0,0,,off_track
6,6,643,184.30087141342227,380.767,179.6,100.97402652177288,1,0.0,0,,off_track
7,7,1381,416.9602761260673,806.443,179.177,98.1132529635773,1,0.0,0,,off_track
8,8,5458,1533.6365630484818,2943.52,177.875,91.12386494538305,0,0.0,1,114.816,lap_completed
9,9,3635,1042.1539528148392,2043.36,186.304,97.01764814431921,1,0.0,0,,off_track
10,10,629,196.45446891412962,377.611,170.633,102.9856466621621,1,0.0,0,,off_track
11,11,665,195.35875867641673,391.542,178.618,100.46265803172933,1,0.0,0,,off_track
12,12,5088,1438.7687558892826,2776.54,173.73,92.50763965970907,1,0.0,0,,off_track
13,13,693,196.77300397146436,419.607,174.133,102.67691740851367,0,0.0,0,,backwards
14,14,1308,388.1894762498702,761.093,166.709,98.02940014900625,1,0.0,0,,off_track
15,15,3865,1074.7477368553684,2044.64,183.654,90.1234030487194,1,0.0,0,,off_track
16,16,4018,1024.2324134010448,2034.28,180.013,86.43020954502249,1,0.0,0,,off_track
17,17,5539,1525.7320167663154,2943.42,159.767,89.48546984849247,0,0.0,1,116.602,lap_completed
18,18,1778,441.7092158176831,975.521,177.666,93.17789856726668,1,0.0,0,,off_track
19,19,631,185.95734169410582,376.793,179.295,101.84079308288429,1,0.0,0,,off_track
20,20,3723,1055.764302563779,2035.72,175.172,93.9359392631211,1,0.0,0,,off_track
