repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,3695,967.3226062637284,1884.92,156.609,87.34695633031131,1,0.0,0,,off_track
2,2,1538,480.10512586003654,917.776,172.581,99.83927861267877,1,0.0,0,,off_track
3,3,1208,308.08606254579325,623.162,177.384,87.17110901754968,1,0.0,0,,off_track
4,4,611,181.83311072595515,369.31,183.371,103.1311114400983,1,0.0,0,,off_track
5,5,580,182.58688498926074,345.784,168.374,101.53614940689656,1,0.0,0,,off_track
6,6,594,176.34922124548524,354.401,171.009,101.57411642171716,1,0.0,0,,off_track
7,7,665,190.8911384574469,386.529,168.443,99.40343610751889,1,0.0,0,,off_track
8,8,649,173.09457368637555,375.533,156.956,98.91052262449925,1,0.0,0,,off_track
9,9,1544,404.3113216079734,801.723,173.451,87.26345589248712,1,0.0,0,,off_track
10,10,3382,1013.5018323132239,1857.36,164.713,94.76529837604974,1,0.0,0,,off_track
11,11,361,74.16251772793282,171.966,158.881,79.32001113739618,1,0.0,0,,off_track
12,12,1625,486.30635696027474,974.864,174.813,101.22890377390779,1,0.0,0,,off_track
13,13,1566,453.2215531577272,942.939,171.104,101.34183525472535,1,0.0,0,,off_track
14,14,722,195.2895623948146,420.303,157.536,98.72969908199454,0,0.0,0,,backwards
15,15,1471,418.7375790858757,802.332,169.154,91.71236002195786,1,0.0,0,,off_track
16,16,4171,1159.169222210023,2186.25,184.939,89.10763365228976,0,0.0,0,,backwards
17,17,641,192.4305083328095,378.164,171.501,100.6870170427457,1,0.0,0,,off_track
18,18,702,137.04198948585335,335.649,158.504,81.3431352991453,0,0.0,0,,stalled
19,19,1817,501.2964684950255,1006.48,170.745,93.95260876653822,1,0.0,0,,off_track
20,20,3662,1087.6176366581828,2046.26,180.005,95.97096156078645,1,0.0,0,,off_track
