repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,603,200.96316260793628,383.408,205.765,108.58711878225542,1,0.0,0,,off_track
2,2,556,185.42460380108278,355.396,206.961,108.70539136672656,1,0.0,0,,off_track
3,3,526,175.04174614184328,340.802,210.197,109.63687999182501,1,0.0,0,,off_track
4,4,557,186.43441084472107,358.719,207.336,109.23584764254933,1,0.0,0,,off_track
5,5,4274,1413.2020426729605,2600.17,205.896,103.72695876829651,0,0.0,0,,stalled
6,6,537,173.21904081598046,347.359,206.485,109.46624830093103,1,0.0,0,,off_track
7,7,3505,1116.6697035295279,2088.97,205.055,102.2548301066191,0,0.0,0,,stalled
8,8,576,190.92684449081645,371.141,207.709,109.45370381701396,1,0.0,0,,off_track
9,9,4500,1376.5583786791344,2574.01,206.045,97.19730815708913,0,0.0,0,,stalled
10,10,540,173.135893835303,350.802,209.421,109.9433893587037,1,0.0,0,,off_track
