repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,1678,478.95655350158927,993.266,187.679,99.26329255262223,1,0.0,0,,off_track
2,2,1370,397.12548909754014,779.028,191.417,95.24623163744532,0,0.0,0,,stalled
3,3,1310,373.9026927521427,758.032,189.903,97.38772765137409,0,0.0,0,,stalled
4,4,534,153.71921858920652,343.795,195.23,108.79565918220976,1,0.0,0,,off_track
5,5,559,157.95020489653564,346.276,194.676,104.84788084669044,1,0.0,0,,off_track
6,6,571,165.52917985196484,348.599,186.281,103.46249347338002,1,0.0,0,,off_track
7,7,2960,998.4994081673026,1845.72,190.484,108.00085147408781,1,0.0,0,,off_track
8,8,565,158.0045916583162,346.783,188.622,103.8639201474337,1,0.0,0,,off_track
9,9,1617,471.805874714325,973.29,160.192,101.33237962479885,1,0.0,0,,off_track
10,10,584,167.3196951741259,349.248,171.465,101.81084414948626,1,0.0,0,,off_track
11,11,3287,1066.6452557175141,2041.7,192.614,107.21605960854886,1,0.0,0,,off_track
12,12,554,166.0617198731025,352.44,190.525,107.64733545722031,1,0.0,0,,off_track
13,13,559,158.96171611146121,348.431,189.648,105.51947984490155,1,0.0,0,,off_track
14,14,557,160.1703725409396,342.861,194.184,104.17472765403953,1,0.0,0,,off_track
15,15,1695,504.5439378547668,983.525,186.483,98.43014878466072,1,0.0,0,,off_track
16,16,548,173.75474309636215,354.308,191.415,109.70530033448908,1,0.0,0,,off_track
17,17,1653,428.1603520684138,1019.17,186.321,103.42283790278282,1,0.0,0,,off_track
18,18,543,167.5989329270724,341.364,191.629,106.55591993241258,1,0.0,0,,off_track
19,19,1661,503.2184069161258,1008.68,189.667,102.01562921330533,1,0.0,0,,off_track
20,20,1615,480.2953862209941,991.882,191.88,102.90295368625384,1,0.0,0,,off_track
