repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,597,173.91593468223888,380.26,188.5,108.13554258073705,1,0.0,0,,off_track
2,2,630,172.7543263130284,368.782,160.903,99.99683665571426,1,0.0,0,,off_track
3,3,629,170.82750552659158,388.219,189.297,104.95108882050877,1,0.0,0,,off_track
4,4,558,162.63527104364002,348.909,194.274,106.83013544964159,1,0.0,0,,off_track
5,5,630,181.00309255297182,394.459,193.426,106.48984112761906,1,0.0,0,,off_track
6,6,578,170.7548037573592,356.772,179.422,105.5771215780278,1,0.0,0,,off_track
7,7,1149,335.9474761130821,793.816,189.753,116.15051176910364,1,0.0,0,,off_track
8,8,638,169.89464129110064,379.99,165.706,101.53423840078368,1,0.0,0,,off_track
9,9,655,177.19625558534747,392.853,169.249,102.36833454045804,1,0.0,0,,off_track
10,10,1129,341.200715208369,785.13,190.242,116.45128105314436,1,0.0,0,,off_track
