repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,5293,1069.0594701491023,2183.16,178.782,70.78199306706982,0,224.0,0,,crashed
2,2,511,169.68394411623922,338.543,209.328,112.14306733268104,1,0.0,0,,off_track
3,3,561,172.38541092130254,360.432,205.938,109.5186132616756,1,0.0,0,,off_track
4,4,561,171.65844581475636,364.357,195.703,110.95763629286986,1,0.0,0,,off_track
5,5,522,176.50568685352366,344.542,209.327,111.87883466034485,1,0.0,0,,off_track
6,6,7071,1494.0865307692438,2943.56,192.122,71.06413788588608,0,0.0,1,148.274,lap_completed
7,7,578,170.41241080914716,375.352,205.968,111.1349187115918,1,0.0,0,,off_track
8,8,4723,1103.5016200828704,2191.55,196.224,78.94669242377738,1,0.0,0,,off_track
9,9,7092,1440.82627513491,2943.18,202.065,70.71535251026515,0,0.0,1,148.704,lap_completed
10,10,6023,1519.9678773452717,2943.57,201.052,82.5988816235431,0,0.0,1,127.244,lap_completed
11,11,531,160.11553138742357,345.541,199.523,110.70045491958577,1,0.0,0,,off_track
12,12,538,161.26301806804327,345.391,203.09,109.39436477360593,1,0.0,0,,off_track
13,13,530,166.10636792457942,350.509,204.941,112.19804039622636,1,0.0,0,,off_track
14,14,555,170.47110997093392,358.461,202.713,109.87754790810803,1,0.0,0,,off_track
15,15,545,163.0881394772212,359.474,206.0,112.5997086473394,1,0.0,0,,off_track
16,16,508,161.05877801554468,333.923,206.635,111.15095148720476,1,0.0,0,,off_track
17,17,519,162.31797976725696,342.03,207.963,111.78984115606939,1,0.0,0,,off_track
18,18,6689,1449.862175590413,2943.26,194.691,75.33966410937335,0,0.0,1,140.642,lap_completed
19,19,6720,1414.1057638349375,2943.17,191.592,74.45885706049104,0,0.0,1,141.264,lap_completed
20,20,518,157.69543281083085,339.647,194.103,111.2209720996139,1,0.0,0,,off_track
