repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,559,159.79289239594374,351.464,191.498,106.5377389683363,1,0.0,0,,off_track
2,2,1655,418.876665885577,937.39,180.692,95.60934953673733,1,0.0,0,,off_track
3,3,2203,608.7254215501171,1359.17,181.194,105.69332633477073,1,0.0,0,,off_track
4,4,3500,879.6586084493483,1886.52,177.915,92.52448016379996,0,0.0,0,,stalled
5,5,574,146.49762102187267,355.981,192.547,104.977690754878,1,0.0,0,,off_track
6,6,554,158.0131575684393,342.504,188.421,104.62890368826721,1,0.0,0,,off_track
7,7,1682,441.1521472090396,941.74,191.759,94.42459233252072,1,0.0,0,,off_track
8,8,574,158.04017268572184,345.665,177.127,102.04447380749139,1,0.0,0,,off_track
9,9,3481,912.0299190871573,1925.54,182.092,95.16367712821041,1,0.0,0,,off_track
10,10,1837,438.7290819449589,924.472,191.874,85.40241806929761,1,0.0,0,,off_track
11,11,353,79.18285849395889,170.895,162.702,80.79445468356931,1,0.0,0,,off_track
12,12,1503,426.912966485923,920.469,180.331,102.74336500552224,1,0.0,0,,off_track
13,13,1799,446.60598758559735,928.699,186.392,87.57028882340198,1,0.0,0,,off_track
14,14,1414,353.3705038157849,759.624,187.75,90.35326607729854,0,0.0,0,,stalled
15,15,1601,394.76027758806845,934.52,182.305,98.31624986633352,1,0.0,0,,off_track
16,16,5053,1418.8549467059001,2943.17,191.467,98.9085220707105,0,0.0,1,105.918,lap_completed
17,17,576,141.00701219671214,345.313,184.622,101.59570405086806,1,0.0,0,,off_track
18,18,1346,354.03210024336994,772.85,184.174,96.31884264153038,0,0.0,0,,stalled
19,19,1714,414.31856355682567,994.345,185.642,97.47444539282374,1,0.0,0,,off_track
20,20,3841,1032.713720531688,2208.12,189.93,98.65440792327536,0,0.0,0,,stalled
