repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,508,125.26158043381386,340.822,215.491,114.54104095669294,1,0.0,0,,off_track
2,2,507,118.48421388375857,339.699,213.963,114.37698364694278,1,0.0,0,,off_track
3,3,512,116.78103111529384,344.03,208.529,114.91409789453128,1,0.0,0,,off_track
4,4,505,127.43838699632636,339.04,220.239,114.34770576237607,1,0.0,0,,off_track
5,5,503,127.73166284598179,336.427,221.659,113.88997154870769,1,0.0,0,,off_track
6,6,503,126.08690049189755,336.523,221.419,114.00028037375743,1,0.0,0,,off_track
7,7,496,126.37859319481106,333.002,223.537,114.01282810282252,1,0.0,0,,off_track
8,8,500,124.887346832129,334.017,217.405,113.68269507599997,1,0.0,0,,off_track
9,9,502,121.60910248212448,335.438,216.934,113.81150029083663,1,0.0,0,,off_track
10,10,502,124.66914974161585,334.052,220.492,113.35438922709159,1,0.0,0,,off_track
