repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,611,177.81301391465502,390.211,196.126,108.83313979954171,1,0.0,0,,off_track
2,2,603,190.4966393575414,388.467,202.39,109.80333611530669,1,0.0,0,,off_track
3,3,597,189.02497076248318,382.22,200.591,109.25725269254607,1,0.0,0,,off_track
4,4,594,182.64015249542737,381.029,201.264,109.38627691503366,1,0.0,0,,off_track
5,5,592,193.92234966029648,390.165,204.92,112.09868818783774,1,0.0,0,,off_track
6,6,624,195.48607887931905,398.119,199.822,108.64393074567313,1,0.0,0,,off_track
7,7,627,194.9050040497112,401.122,200.669,108.86279788762364,1,0.0,0,,off_track
8,8,576,193.2547193497298,379.425,205.082,112.1673443350695,1,0.0,0,,off_track
9,9,581,193.94398971442385,381.617,206.201,111.87509860895003,1,0.0,0,,off_track
10,10,586,178.2502281137552,377.512,200.802,109.80442706267915,1,0.0,0,,off_track
