repeat,episode,step,distance_m,distance_from_start_m,speed_kmh,heading_angle_rad,track_position,target_track_position,racing_line_error,minimum_track_sensor_m,raw_steer,control_steer,steering_delta,raw_longitudinal,control_accel,control_brake,control_gear,reward,reward_forward_velocity,reward_racing_line_factor,reward_steering_rate_penalty,reward_terminal_penalty,reward_progress_m,reward_lap_completion_bonus,lookahead_curvature_0m,lookahead_curvature_25m,lookahead_curvature_50m,lookahead_curvature_75m,lookahead_curvature_100m,lookahead_curvature_125m,lookahead_curvature_150m,lookahead_curvature_175m,lookahead_curvature_200m,lookahead_curvature_225m,lookahead_curvature_250m,lookahead_curvature_275m,physical_failure,termination_reason
1,1,483,300.42,200.42,122.253,-0.0366355,0.480677,0.0,0.480677,3.5447099208831787,0.5612871646881104,0.5612871646881104,1.559771478176117,-0.9999975562095642,0.0,0.9999975562095642,6,0.23571585755511773,0.489012,0.4820246896908823,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,484,301.093,201.093,120.363,-0.0371645,0.488017,0.0,0.488017,3.4928998947143555,-0.9999920129776001,-0.9999920129776001,-1.5612791776657104,-0.9999995827674866,0.0,0.9999995827674866,6,0.22827398263079843,0.481452,0.4741365341317482,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,485,301.755,201.755,118.786,-0.038383,0.494992,0.0,0.494992,3.441420078277588,-0.9999995231628418,-0.9999995231628418,-7.510185241699219e-06,0.8195425271987915,0.8195425271987915,0.0,6,0.22136858564413647,0.475144,0.46589788704926605,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,486,302.412,202.412,118.078,-0.0395709,0.501591,0.0,0.501591,3.3927199840545654,-0.9989305138587952,-0.9989305138587952,0.0010690093040466309,0.9999995827674866,0.9999995827674866,0.0,6,0.21634987982850343,0.472312,0.4580656003415188,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,487,303.064,203.064,116.71,-0.0398114,0.507806,0.0,0.507806,3.349669933319092,0.3721000552177429,0.3721000552177429,1.371030569076538,-0.9878043532371521,0.0,0.9878043532371521,6,0.21082529251575197,0.46684,0.4516007465421814,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,488,303.706,203.706,114.696,-0.039892,0.513719,0.0,0.513719,3.309190034866333,-0.9999987483024597,-0.9999987483024597,-1.3720988035202026,-0.9995731115341187,0.0,0.9995731115341187,6,0.20443598523302817,0.45878399999999997,0.4456039993396199,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,489,304.337,204.337,113.22,-0.0401398,0.51941,0.0,0.51941,3.269710063934326,-0.9999996423721313,-0.9999996423721313,-8.940696716308594e-07,0.9996201395988464,0.9996201395988464,0.0,6,0.19911117578302442,0.45288,0.43965548441755964,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,490,304.963,204.963,112.562,-0.0398691,0.524884,0.0,0.524884,3.2332699298858643,-0.9990070462226868,-0.9990070462226868,0.00099259614944458,0.9999999403953552,0.9999999403953552,0.0,6,0.19561600414216693,0.450248,0.43446279415381506,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,491,305.585,205.585,111.179,-0.0385303,0.530053,0.0,0.530053,3.2020599842071533,0.3707275390625,0.3707275390625,1.3697345852851868,-0.9916393756866455,0.0,0.9916393756866455,6,0.19153208028158913,0.444716,0.4306840326896022,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,492,306.196,206.196,109.235,-0.037066,0.534987,0.0,0.534987,3.1727499961853027,-0.9999983906745911,-0.9999983906745911,-1.370725929737091,-0.9973989129066467,0.0,0.9973989129066467,6,0.18669075139449082,0.43694,0.4272686213083966,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,493,306.797,206.797,107.871,-0.036063,0.539746,0.0,0.539746,3.143199920654297,-0.9999993443489075,-0.9999993443489075,-9.5367431640625e-07,0.9999961256980896,0.9999961256980896,0.0,6,0.18275445140361077,0.431484,0.4235486168748106,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,494,307.395,207.395,107.398,-0.0352462,0.544341,0.0,0.544341,3.114190101623535,-0.9988330602645874,-0.9988330602645874,0.0011662840843200684,1.0,1.0,0.0,6,0.18034229812320166,0.429592,0.41979901423490584,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,495,307.989,207.989,106.858,-0.0340112,0.548714,0.0,0.548714,3.0878500938415527,0.6408826112747192,0.6408826112747192,1.6397156715393066,0.22418640553951263,0.22418640553951263,0.0,6,0.17811221022523066,0.42743200000000003,0.4167030316523579,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,496,308.579,208.579,105.512,-0.0323207,0.55283,0.0,0.55283,3.064539909362793,-0.9993575811386108,-0.9993575811386108,-1.64024019241333,-0.9999998807907104,0.0,0.9999998807907104,6,0.17486826986798343,0.422048,0.41433265853169177,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
