global_step,optimizer_steps,actor_updates,replay_size,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean
1000,250,125,11000,547.6388107299805,3.2491265547275545,-3.6284046823978424,-3.632090200152248,-3.7760395092964174
2000,500,250,12000,531.0223726196289,5.027764987945557,-5.562132743835449,-5.560801635742187,-5.604052309036255
3000,750,375,13000,501.70752874755857,6.32180069732666,-7.020655124664307,-7.020810119628906,-7.06180877494812
4000,1000,500,14000,494.89084661865235,7.7774154090881344,-8.358993110656739,-8.355673219680787,-8.389519994735718
5000,1250,625,15000,478.19070751953126,9.110141124725342,-9.659556465148926,-9.65920513534546,-9.671595415115357
6000,1500,750,16000,461.441850189209,10.416456489562988,-10.8716181640625,-10.874244243621826,-10.90511510848999
7000,1750,875,17000,444.09842401123046,11.853387954711915,-12.017514808654784,-12.018730155944825,-12.043341186523438
8000,2000,1000,18000,414.3051520690918,12.85153482055664,-13.25087562942505,-13.252927879333496,-13.27076517868042
9000,2250,1125,19000,406.41164318847655,13.955953926086426,-14.415761837005615,-14.417073989868165,-14.445616825103759
10000,2500,1250,20000,404.62935571289063,15.322103721618653,-15.614506607055665,-15.615945907592774,-15.618548751831055
11000,2750,1375,21000,388.3611792907715,16.53369666290283,-16.832397239685058,-16.833206619262697,-16.86930047607422
12000,3000,1500,22000,380.5619116821289,17.746653610229494,-18.107196075439454,-18.1051858253479,-18.11722660446167
13000,3250,1625,23000,359.0550939025879,18.867936210632323,-19.162821250915528,-19.164742866516114,-19.1877847366333
14000,3500,1750,24000,355.9008754577637,20.132884872436524,-20.461198638916017,-20.46139405822754,-20.448814903259276
15000,3750,1875,25000,342.08771426391604,21.075530151367186,-21.465333282470702,-21.466274040222167,-21.491265670776368
16000,4000,2000,26000,340.9225863342285,22.409844970703126,-22.64483807373047,-22.646456550598145,-22.65949927520752
17000,4250,2125,27000,314.01620471191404,23.167078842163086,-23.547971839904786,-23.54660048675537,-23.572849716186525
18000,4500,2250,28000,321.6407653198242,24.354096328735352,-24.6610650100708,-24.65975082397461,-24.67800252532959
19000,4750,2375,29000,305.14361308288574,25.19968605041504,-25.576563247680664,-25.575804641723632,-25.576493186950685
20000,5000,2500,30000,301.4600866394043,26.33607475280762,-26.624991600036623,-26.62334085845947,-26.644022186279297
21000,5250,2625,31000,293.88381452941894,27.4129168548584,-27.621786186218262,-27.62082053375244,-27.642201713562013
22000,5500,2750,32000,289.4627531433105,28.212462692260743,-28.571554725646973,-28.568890769958497,-28.570872596740724
23000,5750,2875,33000,277.9716275482178,28.91499075317383,-29.30001602935791,-29.299816604614257,-29.319647987365723
23446,5861,2930,33448,283.5670183886279,26.10238404707475,-30.042070096677488,-30.0430309708054,-30.058222418432837
