repeat,episode,step,distance_m,distance_from_start_m,speed_kmh,heading_angle_rad,track_position,target_track_position,racing_line_error,minimum_track_sensor_m,raw_steer,control_steer,steering_delta,raw_longitudinal,control_accel,control_brake,control_gear,reward,reward_forward_velocity,reward_racing_line_factor,reward_steering_rate_penalty,reward_terminal_penalty,reward_progress_m,reward_lap_completion_bonus,reward_centering_penalty,lookahead_curvature_0m,lookahead_curvature_25m,lookahead_curvature_50m,lookahead_curvature_75m,lookahead_curvature_100m,lookahead_curvature_125m,lookahead_curvature_150m,lookahead_curvature_175m,lookahead_curvature_200m,lookahead_curvature_225m,lookahead_curvature_250m,lookahead_curvature_275m,physical_failure,termination_reason
1,1,2775,1906.76,1806.76,111.059,-0.0504964,0.088942,0.0,0.088942,6.2807698249816895,0.0860791951417923,0.0860791951417923,-0.2186739593744278,0.10450149327516556,0.10450149327516556,0.0,6,0.44315466494949496,0.4436697446689662,1.0,-0.00011954575127122226,0.0,0.0,0.0,-0.00039553396819999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2776,1907.38,1807.38,111.165,-0.0501798,0.0934708,0.0,0.0934708,6.250800132751465,-0.08962802588939667,-0.08962802588939667,-0.17570722103118896,0.38883811235427856,0.38883811235427856,0.0,6,0.4435862656893124,0.44410028778075067,1.0,-7.718256880625773e-05,0.0,0.0,0.0,-0.0004368395226320001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2777,1908.0,1808.01,111.364,-0.0424154,0.0972626,0.0,0.0972626,6.272870063781738,-0.08334463089704514,-0.08334463089704514,0.006283394992351532,0.6572835445404053,0.6572835445404053,0.0,6,0.44458225829295434,0.4450553576635239,1.0,-9.870263157477077e-08,0.0,0.0,0.0,-0.00047300066793800005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2778,1908.63,1808.63,111.462,-0.0341228,0.100563,0.0,0.100563,6.302680015563965,0.07201094925403595,0.07201094925403595,0.15535558015108109,0.21364152431488037,0.21364152431488037,0.0,6,0.445022475935346,0.44558846017450615,1.0,-6.033839071019745e-05,0.0,0.0,0.0,-0.00050564584845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2779,1909.25,1809.25,111.556,-0.0302561,0.103859,0.0,0.103859,6.304269790649414,0.2311914563179016,0.2311914563179016,0.15918050706386566,0.5522323846817017,0.5522323846817017,0.0,6,0.44541709112954964,0.44601977180817237,1.0,-6.334608457277347e-05,0.0,0.0,0.0,-0.0005393345940500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2780,1909.87,1809.87,111.531,-0.0310167,0.107433,0.0,0.107433,6.273530006408691,0.3415393531322479,0.3415393531322479,0.11034789681434631,0.12005700916051865,0.12005700916051865,0.0,6,0.44530188948045724,0.4459094236007356,1.0,-3.0441645828374055e-05,0.0,0.0,0.0,-0.0005770924744500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2781,1910.5,1810.5,111.262,-0.0351613,0.111372,0.0,0.111372,6.218410015106201,0.3056386113166809,0.3056386113166809,-0.03590074181556702,-0.08829663693904877,0.0,0.08829663693904877,6,0.4441495098570496,0.4447729181344069,1.0,-3.2221581572700057e-06,0.0,0.0,0.0,-0.0006201861192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2782,1911.12,1811.12,110.775,-0.0402024,0.115573,0.0,0.115573,6.156459808349609,0.11108670383691788,0.11108670383691788,-0.19455190747976303,-0.13535070419311523,0.0,0.13535070419311523,6,0.44197948978353635,0.4427419718117464,1.0,-9.462611176003569e-05,0.0,0.0,0.0,-0.00066785591645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2783,1911.73,1811.73,110.566,-0.0406774,0.119472,0.0,0.119472,6.125720024108887,-0.06031474471092224,-0.06031474471092224,-0.17140144854784012,0.13781015574932098,0.13781015574932098,0.0,6,0.44111103011280034,0.4418981541934111,1.0,-7.344614141074471e-05,0.0,0.0,0.0,-0.0007136779391999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2784,1912.35,1812.35,110.689,-0.0337661,0.122511,0.0,0.122511,6.1474199295043945,-0.10317862778902054,-0.10317862778902054,-0.0428638830780983,0.46251803636550903,0.46251803636550903,0.0,6,0.4417485794253338,0.44250361996256515,1.0,-4.593281181332204e-06,0.0,0.0,0.0,-0.00075044725605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2785,1912.97,1812.97,110.85,-0.0251778,0.12485,0.0,0.12485,6.185719966888428,0.04726482182741165,0.04726482182741165,0.1504434496164322,0.5283242464065552,0.5283242464065552,0.0,6,0.4424235077987461,0.44325946700257735,1.0,-5.6583078831229925e-05,0.0,0.0,0.0,-0.0007793761250000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2786,1913.59,1813.59,111.012,-0.0208738,0.127092,0.0,0.127092,6.197569847106934,0.2096475213766098,0.2096475213766098,0.16238269954919815,0.5650056004524231,0.5650056004524231,0.0,6,0.4430777250324925,0.4439512642084747,1.0,-6.592035278221289e-05,0.0,0.0,0.0,-0.0008076188232000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2787,1914.21,1814.21,111.072,-0.0214484,0.129547,0.0,0.129547,6.175940036773682,0.35079529881477356,0.35079529881477356,0.14114777743816376,0.35724782943725586,0.35724782943725586,0.0,6,0.443296882157152,0.44418581015529135,1.0,-4.9806737689333525e-05,0.0,0.0,0.0,-0.00083912126045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2788,1914.84,1814.84,110.893,-0.0258611,0.132405,0.0,0.132405,6.126589775085449,0.36126330494880676,0.36126330494880676,0.010468006134033203,-0.04972333088517189,0.0,0.04972333088517189,6,0.44254685041850683,0.44342367856763787,1.0,-2.739478810553919e-07,0.0,0.0,0.0,-0.00087655420125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2789,1915.45,1815.46,110.633,-0.0324634,0.135699,0.0,0.135699,6.060959815979004,0.17655467987060547,0.17655467987060547,-0.1847086250782013,-0.023490138351917267,0.0,0.023490138351917267,6,0.44129283024073307,0.44229883436122874,1.0,-8.529319044569883e-05,0.0,0.0,0.0,-0.0009207109300499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2790,1916.07,1816.07,110.764,-0.0357345,0.139003,0.0,0.139003,6.016970157623291,-0.005482411477714777,-0.005482411477714777,-0.18203709134832025,0.482033371925354,0.482033371925354,0.0,6,0.44172421346958507,0.4427731489266014,1.0,-8.284375656639172e-05,0.0,0.0,0.0,-0.0009660917004499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2791,1916.69,1816.7,110.998,-0.0320123,0.141734,0.0,0.141734,6.020450115203857,-0.031587205827236176,-0.031587205827236176,-0.0261047943495214,0.7002818584442139,0.7002818584442139,0.0,6,0.4427583907461279,0.44376452073464795,1.0,-1.703650720077011e-06,0.0,0.0,0.0,-0.0010044263378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2792,1917.32,1817.32,111.216,-0.0269035,0.144144,0.0,0.144144,6.03508996963501,0.08927232772111893,0.08927232772111893,0.1208595335483551,0.566038966178894,0.566038966178894,0.0,6,0.44362762160036523,0.44470301380428906,1.0,-3.651756712381493e-05,0.0,0.0,0.0,-0.0010388746368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2793,1917.94,1817.94,111.291,-0.0248178,0.146643,0.0,0.146643,6.030200004577637,0.24069076776504517,0.24069076776504517,0.15141844004392624,0.3192283809185028,0.3192283809185028,0.0,6,0.44389438628702776,0.44502691361944113,1.0,-5.731885996334022e-05,0.0,0.0,0.0,-0.00107520847245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2794,1918.56,1818.56,110.812,-0.0262621,0.14944,0.0,0.14944,6.000879764556885,0.3202759325504303,0.3202759325504303,0.07958516478538513,-0.28120481967926025,0.0,0.28120481967926025,6,0.4419627050023035,0.4430951551784383,1.0,-1.5834496134792264e-05,0.0,0.0,0.0,-0.00111661568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2795,1919.18,1819.18,109.815,-0.0291837,0.152386,0.0,0.152386,5.961390018463135,0.14721818268299103,0.14721818268299103,-0.17305774986743927,-0.3290655016899109,0.0,0.3290655016899109,6,0.4378370098526263,0.43907295696439924,1.0,-7.487246197295294e-05,0.0,0.0,0.0,-0.0011610746497999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2796,1919.79,1819.79,109.517,-0.0291036,0.155046,0.0,0.155046,5.942729949951172,-0.03593852370977402,-0.03593852370977402,-0.18315670639276505,0.7849504947662354,0.7849504947662354,0.0,6,0.43659665796505714,0.4378824870185988,1.0,-8.386594774161385e-05,0.0,0.0,0.0,-0.0012019631058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2797,1920.41,1820.41,109.71,-0.0222648,0.156805,0.0,0.156805,5.972660064697266,-0.10029010474681854,-0.10029010474681854,-0.06435158103704453,0.4148883819580078,0.4148883819580078,0.0,6,0.43749149010524613,0.43873123332145103,1.0,-1.035281495491827e-05,0.0,0.0,0.0,-0.00122939040125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2798,1921.02,1821.02,109.905,-0.0139454,0.157899,0.0,0.157899,6.017739772796631,0.062260985374450684,0.062260985374450684,0.16255109012126923,0.6444534063339233,0.6444534063339233,0.0,6,0.43826459147070734,0.4395772533230064,1.0,-6.605714224903248e-05,0.0,0.0,0.0,-0.0012466047100500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2799,1921.64,1821.64,110.069,-0.0101817,0.158931,0.0,0.158931,6.034609794616699,0.21518531441688538,0.21518531441688538,0.1529243290424347,0.5308413505554199,0.5308413505554199,0.0,6,0.4389317613837419,0.44025317914782464,1.0,-5.8464626032697085e-05,0.0,0.0,0.0,-0.0012629531380499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2800,1922.26,1822.26,110.199,-0.0111859,0.160164,0.0,0.160164,6.019000053405762,0.35630548000335693,0.35630548000335693,0.14112016558647156,0.600674033164978,0.600674033164978,0.0,6,0.43943601053147574,0.44076842312911363,1.0,-4.9787252837882876e-05,0.0,0.0,0.0,-0.0012826253448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2801,1922.88,1822.88,110.16,-0.0159791,0.161815,0.0,0.161815,5.976029872894287,0.43606263399124146,0.43606263399124146,0.07975715398788452,0.09013243764638901,0.09013243764638901,0.0,6,0.4392586388104535,0.4405837465307341,1.0,-1.590300903061781e-05,0.0,0.0,0.0,-0.0013092047112499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2802,1923.49,1823.49,110.209,-0.0231794,0.164026,0.0,0.164026,5.914589881896973,0.30223891139030457,0.30223891139030457,-0.1338237226009369,0.3943711519241333,0.3943711519241333,0.0,6,0.4393275797031881,0.440717578108815,1.0,-4.477197182693127e-05,0.0,0.0,0.0,-0.0013452264338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2803,1924.11,1824.11,110.303,-0.0294269,0.166603,0.0,0.166603,5.857580184936523,0.106428362429142,0.106428362429142,-0.19581054896116257,0.45315319299697876,0.45315319299697876,0.0,6,0.4395372992779594,0.44102098168612064,1.0,-9.585442771117962e-05,0.0,0.0,0.0,-0.00138782798045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2804,1924.73,1824.73,110.441,-0.0297654,0.169002,0.0,0.169002,5.838290214538574,-0.023923534899950027,-0.023923534899950027,-0.13035189732909203,0.4352441728115082,0.4352441728115082,0.0,6,0.4400977547834509,0.4415683176264941,1.0,-4.247904284323537e-05,0.0,0.0,0.0,-0.0014280838002000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2805,1925.35,1825.35,110.563,-0.0250714,0.170946,0.0,0.170946,5.852839946746826,-0.001992012606933713,-0.001992012606933713,0.021931522293016315,0.39786818623542786,0.39786818623542786,0.0,6,0.4406506837584569,0.44211301298343214,1.0,-1.202479175222679e-06,0.0,0.0,0.0,-0.0014611267457999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2806,1925.97,1825.97,110.656,-0.0204728,0.172687,0.0,0.172687,5.868539810180664,0.10395744442939758,0.10395744442939758,0.1059494570363313,0.3768671154975891,0.3768671154975891,0.0,6,0.441012140298204,0.4425312435152698,1.0,-2.806321861573353e-05,0.0,0.0,0.0,-0.0014910399984500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2807,1926.59,1826.59,110.742,-0.0190194,0.174545,0.0,0.174545,5.864059925079346,0.23157790303230286,0.23157790303230286,0.12762045860290527,0.4579143822193146,0.4579143822193146,0.0,6,0.441323868024897,0.442887883329782,1.0,-4.0717453635039644e-05,0.0,0.0,0.0,-0.0015232978512500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2808,1927.21,1827.21,110.684,-0.0211185,0.176701,0.0,0.176701,5.83542013168335,0.30626657605171204,0.30626657605171204,0.07468867301940918,0.037801388651132584,0.037801388651132584,0.0,6,0.44106216735948345,0.44263727552422694,1.0,-1.3945994693500552e-05,0.0,0.0,0.0,-0.0015611621700500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2809,1927.83,1827.83,110.04,-0.0257643,0.179227,0.0,0.179227,5.788809776306152,0.23582535982131958,0.23582535982131958,-0.07044121623039246,-0.33672308921813965,0.0,0.33672308921813965,6,0.43839539837423275,0.4400139191630428,1.0,-1.2404912360042264e-05,0.0,0.0,0.0,-0.00160611587645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2810,1928.45,1828.45,109.755,-0.029085,0.181804,0.0,0.181804,5.750339984893799,0.032317399978637695,0.032317399978637695,-0.20350795984268188,0.6499371528625488,0.6499371528625488,0.0,6,0.43707814796456484,0.43883432140966316,1.0,-0.00010353872429832657,0.0,0.0,0.0,-0.0016526347207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2811,1929.06,1829.06,109.898,-0.0256332,0.183788,0.0,0.183788,5.75669002532959,-0.08183874189853668,-0.08183874189853668,-0.11415614187717438,0.32521286606788635,0.32521286606788635,0.0,6,0.4377261080316393,0.43944758854066,1.0,-3.257906182070391e-05,0.0,0.0,0.0,-0.0016889014472000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2812,1929.68,1829.68,110.018,-0.0184525,0.185149,0.0,0.185149,5.790410041809082,0.0022398889996111393,0.0022398889996111393,0.08407863089814782,0.45897501707077026,0.45897501707077026,0.0,6,0.43826540037115896,0.43999708102164325,1.0,-1.7673040434267444e-05,0.0,0.0,0.0,-0.0017140076100500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2813,1930.3,1830.3,110.076,-0.0134128,0.186279,0.0,0.186279,5.813300132751465,0.13527169823646545,0.13527169823646545,0.13303180923685431,0.24095964431762695,0.24095964431762695,0.0,6,0.43848515759591383,0.4402643945436359,1.0,-4.424365567207699e-05,0.0,0.0,0.0,-0.0017349932920499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2814,1930.92,1830.92,110.107,-0.0126208,0.187541,0.0,0.187541,5.809000015258789,0.28778210282325745,0.28778210282325745,0.152510404586792,0.3943207263946533,0.3943207263946533,0.0,6,0.43857619387549396,0.440392923768312,1.0,-5.814855876806746e-05,0.0,0.0,0.0,-0.0017585813340500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2815,1931.53,1831.53,109.933,-0.0159238,0.189183,0.0,0.189183,5.7765398025512695,0.37419137358665466,0.37419137358665466,0.08640927076339722,-0.056463539600372314,0.0,0.056463539600372314,6,0.43786807354702095,0.43967625032665564,1.0,-1.866640518465523e-05,0.0,0.0,0.0,-0.0017895103744499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2816,1932.15,1832.15,109.468,-0.0221027,0.191286,0.0,0.191286,5.723680019378662,0.25061437487602234,0.25061437487602234,-0.12357699871063232,-0.1453603357076645,0.0,0.1453603357076645,6,0.43589735281671405,0.43776504769303987,1.0,-3.8178186525819055e-05,0.0,0.0,0.0,-0.0018295166898000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2817,1932.76,1832.76,109.442,-0.0270689,0.193588,0.0,0.193588,5.677499771118164,0.036870479583740234,0.036870479583740234,-0.2137438952922821,0.5754526257514954,0.5754526257514954,0.0,6,0.4356195961187128,0.43760762793784963,1.0,-0.00011421613193679514,0.0,0.0,0.0,-0.0018738156872000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2818,1933.38,1833.38,109.627,-0.0244144,0.195349,0.0,0.195349,5.680500030517578,-0.09051427990198135,-0.09051427990198135,-0.1273847594857216,0.48966991901397705,0.48966991901397705,0.0,6,0.4364286885279538,0.43837731731037693,1.0,-4.056719237308784e-05,0.0,0.0,0.0,-0.0019080615900500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2819,1934.0,1834.0,109.778,-0.0169013,0.196426,0.0,0.196426,5.717770099639893,-0.026292670518159866,-0.026292670518159866,0.06422160938382149,0.4532724618911743,0.4532724618911743,0.0,6,0.4371098147445319,0.4390492844561115,1.0,-1.0311037779620371e-05,0.0,0.0,0.0,-0.0019291586737999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2820,1934.61,1834.61,109.956,-0.0107978,0.197182,0.0,0.197182,5.749660015106201,0.136886864900589,0.136886864900589,0.16317953541874886,0.6028085947036743,0.6028085947036743,0.0,6,0.4377877542044443,0.439798360162593,1.0,-6.656890194869678e-05,0.0,0.0,0.0,-0.0019440370562000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2821,1935.23,1835.23,110.116,-0.00916797,0.198039,0.0,0.198039,5.753459930419922,0.29664576053619385,0.29664576053619385,0.15975889563560486,0.5906141400337219,0.5906141400337219,0.0,6,0.4384207097235177,0.4404454892614045,1.0,-6.380726183677021e-05,0.0,0.0,0.0,-0.0019609722760499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2822,1935.85,1835.85,110.104,-0.0116623,0.199239,0.0,0.199239,5.729229927062988,0.4239634871482849,0.4239634871482849,0.12731772661209106,0.16277053952217102,0.16277053952217102,0.0,6,0.43836071655162834,0.44038605001645253,1.0,-4.05245087741779e-05,0.0,0.0,0.0,-0.0019848089560500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2823,1936.47,1836.47,109.724,-0.0176786,0.200929,0.0,0.200929,5.680290222167969,0.4358663856983185,0.4358663856983185,0.01190289855003357,-0.17065513134002686,0.0,0.17065513134002686,6,0.4368084397173036,0.4388274170668383,1.0,-3.541974847309781e-07,0.0,0.0,0.0,-0.00201862315205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2824,1937.08,1837.08,109.554,-0.0253771,0.203111,0.0,0.203111,5.618800163269043,0.18750005960464478,0.18750005960464478,-0.2483663260936737,0.5470364093780518,0.5470364093780518,0.0,6,0.43585798413707927,0.43807490263297244,1.0,-0.00015421457984317267,0.0,0.0,0.0,-0.0020627039160500005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2825,1937.7,1837.7,109.633,-0.0292276,0.205368,0.0,0.205368,5.5802202224731445,-0.014182006940245628,-0.014182006940245628,-0.2016820665448904,0.2299867421388626,0.2299867421388626,0.0,6,0.4361342148715963,0.43834470478271087,1.0,-0.00010168913991454402,0.0,0.0,0.0,-0.0021088007712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2826,1938.32,1838.32,109.759,-0.0245388,0.206963,0.0,0.206963,5.595930099487305,-0.09760323911905289,-0.09760323911905289,-0.08342123217880726,0.5519736409187317,0.5519736409187317,0.0,6,0.436744741351759,0.4389038232751546,1.0,-1.739775494557617e-05,0.0,0.0,0.0,-0.00214168416845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
1,1,2827,1938.93,1838.93,109.814,-0.0162924,0.207915,0.0,0.207915,5.637760162353516,-0.009876352734863758,-0.009876352734863758,0.08772688638418913,0.11845176666975021,0.11845176666975021,0.0,6,0.43701703035085476,0.43919770272859143,1.0,-1.924001648666107e-05,0.0,0.0,0.0,-0.00216143236125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
