repeat,episode,step,distance_m,distance_from_start_m,speed_kmh,heading_angle_rad,track_position,target_track_position,racing_line_error,minimum_track_sensor_m,raw_steer,control_steer,steering_delta,raw_longitudinal,control_accel,control_brake,control_gear,reward,reward_forward_velocity,reward_racing_line_factor,reward_steering_rate_penalty,reward_terminal_penalty,reward_progress_m,reward_lap_completion_bonus,reward_centering_penalty,lookahead_curvature_0m,lookahead_curvature_25m,lookahead_curvature_50m,lookahead_curvature_75m,lookahead_curvature_100m,lookahead_curvature_125m,lookahead_curvature_150m,lookahead_curvature_175m,lookahead_curvature_200m,lookahead_curvature_225m,lookahead_curvature_250m,lookahead_curvature_275m,physical_failure,termination_reason
2,2,2867,1945.05,1845.05,109.304,-0.0217651,0.22229,0.0,0.22229,5.5012898445129395,0.22409498691558838,0.22409498691558838,-0.21343731880187988,0.3759394884109497,0.3759394884109497,0.0,6,0.4345279142709386,0.43711244519858194,1.0,-0.00011388872264333828,0.0,0.0,0.0,-0.002470642205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2868,1945.66,1845.66,109.371,-0.0258678,0.224385,0.0,0.224385,5.4627299308776855,0.018880605697631836,0.018880605697631836,-0.20521438121795654,0.39684566855430603,0.39684566855430603,0.0,6,0.43471492469986284,0.4373376384667595,1.0,-0.000105282355646672,0.0,0.0,0.0,-0.00251743141125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2869,1946.28,1846.28,109.508,-0.0221933,0.225885,0.0,0.225885,5.472829818725586,-0.09141279757022858,-0.09141279757022858,-0.11029340326786041,0.4745766520500183,0.4745766520500183,0.0,6,0.43534251647701455,0.43792412972527556,1.0,-3.0411587011017208e-05,0.0,0.0,0.0,-0.00255120166125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2870,1946.9,1846.9,109.565,-0.0143941,0.226721,0.0,0.226721,5.511940002441406,-0.01825352944433689,-0.01825352944433689,0.07315926812589169,0.17175813019275665,0.17175813019275665,0.0,6,0.4356310979257008,0.4382145992140326,1.0,-1.3380696281790278e-05,0.0,0.0,0.0,-0.00257012059205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2871,1947.51,1847.51,109.66,-0.00852329,0.227263,0.0,0.227263,5.542709827423096,0.15557904541492462,0.15557904541492462,0.1738325748592615,0.5196713209152222,0.5196713209152222,0.0,6,0.43596609930346747,0.438624067272123,1.0,-7.55444102055019e-05,0.0,0.0,0.0,-0.00258242355845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2872,1948.13,1848.13,109.689,-0.00744564,0.227953,0.0,0.227953,5.5440897941589355,0.31079721450805664,0.31079721450805664,0.15521816909313202,0.2501303255558014,0.2501303255558014,0.0,6,0.4360854780657504,0.4387438382762419,1.0,-6.023170004156032e-05,0.0,0.0,0.0,-0.00259812851045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2873,1948.75,1848.75,109.393,-0.0106729,0.229022,0.0,0.229022,5.517039775848389,0.4150716960430145,0.4150716960430145,0.10427448153495789,-0.1248542070388794,0.0,0.1248542070388794,6,0.4348973414065594,0.4375470781495079,1.0,-2.7182918748460683e-05,0.0,0.0,0.0,-0.0026225538242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2874,1949.36,1849.36,109.063,-0.0171559,0.230589,0.0,0.230589,5.467700004577637,0.26877331733703613,0.26877331733703613,-0.1462983787059784,0.04795484617352486,0.04795484617352486,0.0,6,0.4334757292753541,0.4361878016604341,1.0,-5.350803902999469e-05,0.0,0.0,0.0,-0.00265856434605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2875,1949.97,1849.97,109.26,-0.0231889,0.232436,0.0,0.232436,5.419859886169434,0.07240841537714005,0.07240841537714005,-0.1963649019598961,0.7364153861999512,0.7364153861999512,0.0,6,0.4341247789385082,0.43692250158011253,1.0,-9.6397936804299e-05,0.0,0.0,0.0,-0.0027013247048000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2876,1950.59,1850.59,109.392,-0.0226362,0.233908,0.0,0.233908,5.412360191345215,-0.04290321469306946,-0.04290321469306946,-0.1153116300702095,0.17806503176689148,0.17806503176689148,0.0,6,0.4346870108478035,0.4374559004010771,1.0,-3.324193007362211e-05,0.0,0.0,0.0,-0.0027356476232000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2877,1951.21,1851.21,109.511,-0.0175012,0.234897,0.0,0.234897,5.434420108795166,-0.0015613645082339644,-0.0015613645082339644,0.041341850184835494,0.4072566628456116,0.4072566628456116,0.0,6,0.43521381412364324,0.43797691702553504,1.0,-4.2728714417634565e-06,0.0,0.0,0.0,-0.00275883003045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2878,1951.82,1851.82,109.563,-0.0129884,0.235738,0.0,0.235738,5.454349994659424,0.14386919140815735,0.14386919140815735,0.1454305559163913,0.2572314441204071,0.2572314441204071,0.0,6,0.43538353893590687,0.43821503428459224,1.0,-5.287511648537655e-05,0.0,0.0,0.0,-0.0027786202322000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2879,1952.44,1852.44,109.529,-0.0123494,0.236772,0.0,0.236772,5.450520038604736,0.29185083508491516,0.29185083508491516,0.1479816436767578,0.18409302830696106,0.18409302830696106,0.0,6,0.4352247969807721,0.43808259239713526,1.0,-5.474641716318729e-05,0.0,0.0,0.0,-0.0028030489992000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2880,1953.05,1853.05,108.745,-0.015538,0.238173,0.0,0.238173,5.421879768371582,0.3678475618362427,0.3678475618362427,0.07599672675132751,-0.5226258635520935,0.0,0.5226258635520935,6,0.43207673491399834,0.4349274925666406,1.0,-1.4438756192289848e-05,0.0,0.0,0.0,-0.0028363188964499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2881,1953.66,1853.66,108.137,-0.0197766,0.239787,0.0,0.239787,5.38601016998291,0.20533496141433716,0.20533496141433716,-0.16251260042190552,0.7727392911911011,0.7727392911911011,0.0,6,0.4295224988559851,0.4324634149876748,1.0,-6.602586323972481e-05,0.0,0.0,0.0,-0.0028748902684500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2882,1954.27,1854.27,108.231,-0.0222343,0.241446,0.0,0.241446,5.360179901123047,0.013164103031158447,0.013164103031158447,-0.1921708583831787,0.41299986839294434,0.41299986839294434,0.0,6,0.4298098607245783,0.4328169933674076,1.0,-9.232409702931932e-05,0.0,0.0,0.0,-0.0029148085458000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2883,1954.88,1854.88,108.472,-0.0179852,0.24252,0.0,0.24252,5.376339912414551,-0.06788616627454758,-0.06788616627454758,-0.08105026930570602,0.7776276469230652,0.7776276469230652,0.0,6,0.4308606071904291,0.43381782757581544,1.0,-1.6422865386318682e-05,0.0,0.0,0.0,-0.0029407975200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2884,1955.49,1855.49,108.704,-0.010279,0.242937,0.0,0.242937,5.4174699783325195,-0.02619389072060585,-0.02619389072060585,0.04169227555394173,0.5314313769340515,0.5314313769340515,0.0,6,0.43183776442930527,0.4347930293423574,1.0,-4.345614602164517e-06,0.0,0.0,0.0,-0.00295091929845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2885,1956.11,1856.11,108.867,-0.00422794,0.243011,0.0,0.243011,5.452380180358887,0.17039480805397034,0.17039480805397034,0.1965886987745762,0.5246217250823975,0.5246217250823975,0.0,6,0.4324147728095015,0.43546410790676626,1.0,-9.661779121470263e-05,0.0,0.0,0.0,-0.0029527173060500005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2886,1956.72,1856.72,109.003,-0.00298149,0.243227,0.0,0.243227,5.458189964294434,0.33119475841522217,0.33119475841522217,0.16079995036125183,0.582416296005249,0.582416296005249,0.0,6,0.43298745184794823,0.43601006208448867,1.0,-6.464156009045263e-05,0.0,0.0,0.0,-0.0029579686764500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2887,1957.33,1857.33,108.984,-0.00591308,0.243794,0.0,0.243794,5.436689853668213,0.4535823464393616,0.4535823464393616,0.1223875880241394,0.1705683320760727,0.1705683320760727,0.0,6,0.4329191563507255,0.43592837887678143,1.0,-3.744680425591618e-05,0.0,0.0,0.0,-0.0029717757218000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2888,1957.95,1857.95,108.984,-0.0120495,0.244862,0.0,0.244862,5.3931498527526855,0.4449232518672943,0.4449232518672943,-0.00865909457206726,0.2754758894443512,0.2754758894443512,0.0,6,0.432906296108843,0.43590435351084006,1.0,-1.8744979702001177e-07,0.0,0.0,0.0,-0.0029978699522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2889,1958.56,1858.56,109.114,-0.0198157,0.246516,0.0,0.246516,5.33705997467041,0.32222405076026917,0.32222405076026917,-0.12269920110702515,0.8998191356658936,0.8998191356658936,0.0,6,0.43329416832058765,0.4363703129682684,1.0,-3.7637734880755504e-05,0.0,0.0,0.0,-0.0030385069128000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2890,1959.18,1859.18,109.408,-0.0281542,0.248705,0.0,0.248705,5.275350093841553,0.25655630230903625,0.25655630230903625,-0.06566774845123291,0.9397078156471252,0.9397078156471252,0.0,6,0.434355075505621,0.43745856498983765,1.0,-1.0780632966636006e-05,0.0,0.0,0.0,-0.0030927088512500006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2891,1959.8,1859.8,109.693,-0.0366767,0.251468,0.0,0.251468,5.2100701332092285,0.31006237864494324,0.31006237864494324,0.05350607633590698,0.8355871438980103,0.8355871438980103,0.0,6,0.4353079543482522,0.43847691934996436,1.0,-7.157250512159763e-06,0.0,0.0,0.0,-0.0031618077512000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2892,1960.41,1860.41,109.336,-0.0453814,0.254942,0.0,0.254942,5.140439987182617,0.36472824215888977,0.36472824215888977,0.05466586351394653,-0.29071885347366333,0.0,0.29071885347366333,6,0.433636486480538,0.4368937285403223,1.0,-7.4708915843135766e-06,0.0,0.0,0.0,-0.0032497711682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2893,1961.03,1861.03,108.99,-0.0535892,0.259056,0.0,0.259056,5.070489883422852,0.22567418217658997,0.22567418217658997,-0.1390540599822998,0.48648563027381897,0.48648563027381897,0.0,6,0.4319303136834394,0.43533415431923334,1.0,-4.834007899390258e-05,0.0,0.0,0.0,-0.0033555005568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2894,1961.64,1861.64,108.573,-0.0591262,0.263589,0.0,0.263589,5.011990070343018,0.01213901024311781,0.01213901024311781,-0.21353517193347216,-0.2121470868587494,0.0,0.2121470868587494,6,0.42994514757010327,0.4335330987902849,1.0,-0.0001139931741316438,0.0,0.0,0.0,-0.0034739580460500007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2895,1962.25,1862.25,108.284,-0.0564573,0.267758,0.0,0.267758,4.995940208435059,-0.15977038443088531,-0.15977038443088531,-0.17190939467400312,0.1530853807926178,0.1530853807926178,0.0,6,0.4287872892770637,0.43244588870520667,1.0,-7.388209994295544e-05,0.0,0.0,0.0,-0.0035847173282000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2896,1962.86,1862.86,107.819,-0.0445274,0.270984,0.0,0.270984,5.031909942626953,-0.21876102685928345,-0.21876102685928345,-0.05899064242839813,-0.2152351438999176,0.0,0.2152351438999176,6,0.4271682113170173,0.4308485274695526,1.0,-8.699739735287816e-06,0.0,0.0,0.0,-0.0036716164128000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2897,1963.47,1863.47,107.743,-0.029836,0.273285,0.0,0.273285,5.090459823608398,-0.07784530520439148,-0.07784530520439148,0.14091572165489197,0.9260493516921997,0.9260493516921997,0.0,6,0.42699631375317876,0.43078019141595253,1.0,-4.964310152379747e-05,0.0,0.0,0.0,-0.0037342345612500004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2898,1964.08,1864.08,107.505,-0.0193008,0.27513,0.0,0.27513,5.132909774780273,0.12758605182170868,0.12758605182170868,0.20543135702610016,-0.19060027599334717,0.0,0.19060027599334717,6,0.42604957582074254,0.4299399067718665,1.0,-0.00010550510612396258,0.0,0.0,0.0,-0.0037848258449999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2899,1964.68,1864.68,107.403,-0.0153211,0.276971,0.0,0.276971,5.141039848327637,0.2940460443496704,0.2940460443496704,0.16645999252796173,0.8530937433242798,0.8530937433242798,0.0,6,0.4256566591976817,0.42956157826251273,1.0,-6.927232278102269e-05,0.0,0.0,0.0,-0.0038356467420500007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2900,1965.29,1865.29,107.093,-0.0171707,0.279115,0.0,0.279115,5.115509986877441,0.40516984462738037,0.40516984462738037,0.11112380027770996,-0.20080527663230896,0.0,0.20080527663230896,6,0.4243827220550369,0.42830885246375733,1.0,-3.087124747040093e-05,0.0,0.0,0.0,-0.00389525916125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2901,1965.89,1865.89,106.992,-0.0228074,0.28166,0.0,0.28166,5.067160129547119,0.37973764538764954,0.37973764538764954,-0.025432199239730835,0.938177227973938,0.938177227973938,0.0,6,0.4238884603920472,0.42785669516394265,1.0,-1.6169918954234143e-06,0.0,0.0,0.0,-0.003966617780000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2902,1966.49,1866.49,107.183,-0.0299943,0.284663,0.0,0.284663,5.008379936218262,0.17580126225948334,0.17580126225948334,-0.2039363831281662,0.6871340274810791,0.6871340274810791,0.0,6,0.4243835320651263,0.4285391583644848,1.0,-0.00010397512090849549,0.0,0.0,0.0,-0.00405165117845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2903,1967.1,1867.1,107.49,-0.0330198,0.287631,0.0,0.287631,4.9718499183654785,-0.032375264912843704,-0.032375264912843704,-0.20817652717232704,0.8436005115509033,0.8436005115509033,0.0,6,0.42548070378167785,0.4297256270558917,1.0,-0.00010834366616382655,0.0,0.0,0.0,-0.004136579608050001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2904,1967.71,1867.71,107.597,-0.0275596,0.289848,0.0,0.289848,4.983759880065918,-0.13942867517471313,-0.13942867517471313,-0.10705341026186943,0.12011175602674484,0.12011175602674484,0.0,6,0.4259953194753204,0.4302245637121421,1.0,-2.865108162174033e-05,0.0,0.0,0.0,-0.0042005931552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2905,1968.32,1868.32,107.845,-0.0184968,0.29129,0.0,0.29129,5.0203399658203125,0.001164126442745328,0.001164126442745328,0.14059280161745846,0.9755300879478455,0.9755300879478455,0.0,6,0.42701429869224555,0.43130620773691214,1.0,-4.941583966661508e-05,0.0,0.0,0.0,-0.0042424932050000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2906,1968.93,1868.93,108.227,-0.012605,0.292473,0.0,0.292473,5.042970180511475,0.1731993854045868,0.1731993854045868,0.17203525896184146,0.9804150462150574,0.9804150462150574,0.0,6,0.428522595827438,0.43287360893970317,1.0,-7.399032581516963e-05,0.0,0.0,0.0,-0.00427702278645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2907,1969.54,1869.54,108.559,-0.0116323,0.293777,0.0,0.293777,5.038670063018799,0.3246159255504608,0.3246159255504608,0.15141654014587402,0.9412737488746643,0.9412737488746643,0.0,6,0.42983405829909865,0.43420662200712307,1.0,-5.73174215743677e-05,0.0,0.0,0.0,-0.004315246286450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2908,1970.15,1870.15,108.566,-0.0148433,0.295421,0.0,0.295421,5.009650230407715,0.4237724244594574,0.4237724244594574,0.09915649890899658,0.029360458254814148,0.029360458254814148,0.0,6,0.42982790319397707,0.4342161615842168,1.0,-2.45800281897246e-05,0.0,0.0,0.0,-0.00436367836205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2909,1970.76,1870.77,108.662,-0.0213254,0.297591,0.0,0.297591,4.960149765014648,0.42289993166923523,0.42289993166923523,-0.000872492790222168,0.6673058271408081,0.6673058271408081,0.0,6,0.43012114865930084,0.43454917072646,1.0,-1.90310917247416e-09,0.0,0.0,0.0,-0.00442802016405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2910,1971.38,1871.38,108.869,-0.0292695,0.30032,0.0,0.30032,4.90024995803833,0.24439744651317596,0.24439744651317596,-0.17850248515605927,0.8461833596229553,0.8461833596229553,0.0,6,0.4307002134187982,0.4352894763818154,1.0,-7.96578430172229e-05,0.0,0.0,0.0,-0.004509605119999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2911,1971.99,1871.99,109.076,-0.0348385,0.303349,0.0,0.303349,4.851140022277832,0.0701664537191391,0.0701664537191391,-0.17423099279403687,0.44009432196617126,0.44009432196617126,0.0,6,0.4313623292105255,0.4360392510977004,1.0,-7.589109712498932e-05,0.0,0.0,0.0,-0.004601030790049999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2912,1972.61,1872.61,108.106,-0.0337675,0.306073,0.0,0.306073,4.837049961090088,-0.1037885770201683,-0.1037885770201683,-0.1739550307393074,-0.7235300540924072,0.0,0.7235300540924072,6,0.42741780402875745,0.43217748897700625,1.0,-7.565088179878346e-05,0.0,0.0,0.0,-0.00468403406645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2913,1973.22,1873.22,107.372,-0.0263708,0.308,0.0,0.308,4.8598198890686035,-0.22837164998054504,-0.22837164998054504,-0.12458307296037674,0.962959885597229,0.962959885597229,0.0,6,0.4245566692213201,0.42933867157649075,1.0,-3.880235517062639e-05,0.0,0.0,0.0,-0.0047432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2914,1973.82,1873.82,107.575,-0.0141996,0.308853,0.0,0.308853,4.9155402183532715,-0.10018133372068405,-0.10018133372068405,0.128190316259861,0.9655211567878723,0.9655211567878723,0.0,6,0.42544602965355194,0.43025662032695894,1.0,-4.108189295700795e-05,0.0,0.0,0.0,-0.00476950878045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2915,1974.43,1874.43,107.979,-0.00405389,0.309035,0.0,0.309035,4.967619895935059,0.10051184147596359,0.10051184147596359,0.20069317519664764,0.9438061714172363,0.9438061714172363,0.0,6,0.42703662500820067,0.43191245094587694,1.0,-0.00010069437642628077,0.0,0.0,0.0,-0.00477513156125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2916,1975.04,1875.04,108.096,-0.000280205,0.309158,0.0,0.309158,4.987020015716553,0.2770954668521881,0.2770954668521881,0.17658362537622452,0.21850626170635223,0.21850626170635223,0.0,6,0.42752709513564185,0.4323839830257194,1.0,-7.7954441877527e-05,0.0,0.0,0.0,-0.0047789334482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2917,1975.65,1875.65,107.728,-0.00192672,0.309538,0.0,0.309538,4.975339889526367,0.41847366094589233,0.41847366094589233,0.14137819409370422,-0.17851580679416656,0.0,0.17851580679416656,6,0.42607054201710737,0.43091120017372037,1.0,-4.996948441299276e-05,0.0,0.0,0.0,-0.0047906886722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2918,1976.26,1876.26,107.588,-0.00691349,0.310265,0.0,0.310265,4.943379878997803,0.26924172043800354,0.26924172043800354,-0.1492319405078888,0.668692409992218,0.668692409992218,0.0,6,0.4254728214734322,0.43034171541485156,1.0,-5.567543016937515e-05,0.0,0.0,0.0,-0.004813218511250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2919,1976.87,1876.87,107.85,-0.0114802,0.311177,0.0,0.311177,4.912759780883789,0.07713887840509415,0.07713887840509415,-0.1921028420329094,0.9121359586715698,0.9121359586715698,0.0,6,0.4264377571111971,0.4313715721324399,1.0,-9.225875479280235e-05,0.0,0.0,0.0,-0.0048415562664499995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2920,1977.48,1877.48,107.989,-0.00994712,0.311621,0.0,0.311621,4.917530059814453,-0.08580443263053894,-0.08580443263053894,-0.1629433110356331,0.13168592751026154,0.13168592751026154,0.0,6,0.4270128715020208,0.4319346301905989,1.0,-6.637630652813767e-05,0.0,0.0,0.0,-0.004855382382049999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2921,1978.09,1878.09,106.961,-0.00245268,0.311192,0.0,0.311192,4.9603400230407715,-0.08377022296190262,-0.08377022296190262,0.002034209668636322,-0.6750616431236267,0.0,0.6750616431236267,6,0.42300067973485744,0.4278427131230799,1.0,-1.0345022439933737e-08,0.0,0.0,0.0,-0.004842023043200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2922,1978.69,1878.69,106.24,0.00543755,0.310127,0.0,0.310127,5.01108980178833,0.060209959745407104,0.060209959745407104,0.14398018270730972,0.9971731305122375,0.9971731305122375,0.0,6,0.42009295409096165,0.4249537176299427,1.0,-5.182573253107572e-05,0.0,0.0,0.0,-0.00480893780645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2923,1979.29,1879.29,106.54,0.00861615,0.308963,0.0,0.308963,5.037370204925537,0.2110593020915985,0.2110593020915985,0.1508493423461914,0.9934243559837341,0.9934243559837341,0.0,6,0.42131438587745773,0.4261441814561234,1.0,-5.688881021569614e-05,0.0,0.0,0.0,-0.00477290676845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2924,1979.9,1879.9,106.854,0.00649803,0.308095,0.0,0.308095,5.032050132751465,0.34661874175071716,0.34661874175071716,0.13555943965911865,0.9100973010063171,0.9100973010063171,0.0,6,0.4226149089855324,0.4274069763409841,1.0,-4.5940904201735584e-05,0.0,0.0,0.0,-0.004746126451250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2925,1980.5,1880.5,105.795,0.00189513,0.307581,0.0,0.307581,5.010509967803955,0.3127230107784271,0.3127230107784271,-0.03389573097229004,-0.9904599189758301,0.0,0.9904599189758301,6,0.4184460641914984,0.4231792400709937,1.0,-2.872301445364656e-06,0.0,0.0,0.0,-0.00473030357805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2926,1981.09,1881.09,104.609,-0.000714604,0.306973,0.0,0.306973,5.00078010559082,0.08704668283462524,0.08704668283462524,-0.22567632794380188,0.2820257544517517,0.2820257544517517,0.0,6,0.4135969475120402,0.4184358931609757,1.0,-0.00012732451248549605,0.0,0.0,0.0,-0.00471162113645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2927,1981.68,1881.68,104.338,0.00181406,0.305937,0.0,0.305937,5.02223014831543,-0.11438468843698502,-0.11438468843698502,-0.20143137127161026,0.9544733762741089,0.9544733762741089,0.0,6,0.41257000439457114,0.41735131328635205,1.0,-0.00010143649333090324,0.0,0.0,0.0,-0.00467987239845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2928,1982.27,1882.27,104.687,0.0109822,0.303882,0.0,0.303882,5.0886101722717285,-0.12014609575271606,-0.12014609575271606,-0.005761407315731049,0.9356458187103271,0.9356458187103271,0.0,6,0.414105451443588,0.4187227479243236,1.0,-8.298453564439812e-08,0.0,0.0,0.0,-0.0046172134962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2929,1982.86,1882.86,104.969,0.0205972,0.301067,0.0,0.301067,5.165279865264893,0.06076935678720474,0.06076935678720474,0.1809154525399208,0.6117521524429321,0.6117521524429321,0.0,6,0.4151730451489896,0.41978693807585893,1.0,-8.182600241931084e-05,0.0,0.0,0.0,-0.00453206692445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2930,1983.46,1883.46,104.444,0.0251729,0.298112,0.0,0.298112,5.214890003204346,0.24754935503005981,0.24754935503005981,0.18677999824285507,-0.3538621664047241,0.0,0.3538621664047241,6,0.41311288476175795,0.41764363990831693,1.0,-8.721691935900235e-05,0.0,0.0,0.0,-0.0044435382272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
2,2,2931,1984.04,1884.04,103.992,0.0252015,0.295302,0.0,0.295302,5.236440181732178,0.39397498965263367,0.39397498965263367,0.14642563462257385,0.2718689739704132,0.2718689739704132,0.0,6,0.41142214838128754,0.41583591310767415,1.0,-5.360116618655875e-05,0.0,0.0,0.0,-0.0043601635602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
