attempt_id,block,position,agent_trial,agent_id,agent_label,seed,started_at,finished_at,valid_attempt,clean_completion,failure_category,laps_completed,lap_time_seconds,distance_m,steps,total_score,mean_speed_kmh,max_speed_kmh,off_track_steps,off_track_events,reverse_steps,reverse_events,stall_events,damage_delta,termination_reason,telemetry_path
b017-p02-agent7_v4,17,2,17,agent7_v4,Agent 7 v4 (race-line TD3),733623,2026-09-06T22:12:28.041403+00:00,2026-09-06T22:12:30.492717+00:00,True,False,off_track,0,,335.206,1366,55940.807740226235,41.27745608440703,98.545,18,1,0,0,0,0.0,off track,telemetry/b017-p02-agent7_v4.csv.gz
b017-p03-rule_based,17,3,17,rule_based,Rule-based,733620,2026-09-06T22:12:49.758909+00:00,2026-09-06T22:12:55.615772+00:00,True,True,clean_completion,1,98.398,2943.98,4712,504489.8503216592,107.11125436546476,201.177,0,0,0,0,0,0.0,target_laps_completed,telemetry/b017-p03-rule_based.csv.gz
b017-p04-dyna_q_final,17,4,17,dyna_q_final,Dyna-Q final,733622,2026-09-06T22:13:08.503226+00:00,2026-09-06T22:13:23.339084+00:00,True,False,completed_unclean,1,276.888,2943.25,13502,519480.0414368012,38.99653588542438,76.5522,144,4,0,0,0,0.0,target_laps_completed,telemetry/b017-p04-dyna_q_final.csv.gz
b017-p05-agent8_final,17,5,17,agent8_final,Agent 8 final (sensor-only TD3),733624,2026-09-06T22:13:35.153222+00:00,2026-09-06T22:13:42.252523+00:00,True,True,clean_completion,1,83.038,2943.15,4013,499793.11303594324,124.75076348445054,249.443,0,0,0,0,0,0.0,target_laps_completed,telemetry/b017-p05-agent8_final.csv.gz
b018-p01-agent7_v4,18,1,18,agent7_v4,Agent 7 v4 (race-line TD3),733723,2026-09-06T22:13:54.011364+00:00,2026-09-06T22:14:03.393697+00:00,True,True,clean_completion,1,103.366,2943.1,4937,494555.367064127,100.37393158017015,127.156,0,0,0,0,0,0.0,target_laps_completed,telemetry/b018-p01-agent7_v4.csv.gz
b018-p02-agent8_final,18,2,18,agent8_final,Agent 8 final (sensor-only TD3),733724,2026-09-06T22:14:15.150104+00:00,2026-09-06T22:14:22.246764+00:00,True,True,clean_completion,1,83.038,2943.15,4013,499793.11303594324,124.75076348445054,249.443,0,0,0,0,0,0.0,target_laps_completed,telemetry/b018-p02-agent8_final.csv.gz
b018-p03-rule_based,18,3,18,rule_based,Rule-based,733720,2026-09-06T22:14:33.983921+00:00,2026-09-06T22:14:39.431736+00:00,True,True,clean_completion,1,98.398,2943.98,4712,504489.8503216592,107.11125436546476,201.177,0,0,0,0,0,0.0,target_laps_completed,telemetry/b018-p03-rule_based.csv.gz
b018-p04-map_aware,18,4,18,map_aware,Map-aware,733721,2026-09-06T22:14:51.165442+00:00,2026-09-06T22:14:56.345939+00:00,True,True,clean_completion,1,90.97,2943.59,4374,501213.2878900385,114.92551587105625,205.081,0,0,0,0,0,0.0,target_laps_completed,telemetry/b018-p04-map_aware.csv.gz
b018-p05-dyna_q_final,18,5,18,dyna_q_final,Dyna-Q final,733722,2026-09-06T22:15:09.129151+00:00,2026-09-06T22:15:11.715844+00:00,True,False,off_track,0,,408.213,2037,69284.14422346302,35.01931472626902,71.5881,137,3,0,0,0,0.0,car stuck,telemetry/b018-p05-dyna_q_final.csv.gz
b019-p01-rule_based,19,1,19,rule_based,Rule-based,733820,2026-09-06T22:15:23.454634+00:00,2026-09-06T22:15:28.846664+00:00,True,True,clean_completion,1,98.398,2943.98,4712,504489.8503216592,107.11125436546476,201.177,0,0,0,0,0,0.0,target_laps_completed,telemetry/b019-p01-rule_based.csv.gz
b019-p02-dyna_q_final,19,2,19,dyna_q_final,Dyna-Q final,733822,2026-09-06T22:15:41.638000+00:00,2026-09-06T22:15:48.183715+00:00,True,False,off_track,0,,1253.45,6986,215235.3062206938,31.87360084812482,68.7124,507,12,0,0,0,2.0,out of bounds,telemetry/b019-p02-dyna_q_final.csv.gz
b019-p03-agent8_final,19,3,19,agent8_final,Agent 8 final (sensor-only TD3),733824,2026-09-06T22:15:59.981127+00:00,2026-09-06T22:16:04.925795+00:00,True,False,off_track,0,,2049.27,3026,353403.75499740243,116.94733742997356,187.161,3,1,0,0,0,0.0,off track,telemetry/b019-p03-agent8_final.csv.gz
b019-p04-map_aware,19,4,19,map_aware,Map-aware,733821,2026-09-06T22:16:16.673425+00:00,2026-09-06T22:16:22.126326+00:00,True,True,clean_completion,1,90.97,2943.59,4374,501213.2878900385,114.92551587105625,205.081,0,0,0,0,0,0.0,target_laps_completed,telemetry/b019-p04-map_aware.csv.gz
b019-p05-agent7_v4,19,5,19,agent7_v4,Agent 7 v4 (race-line TD3),733823,2026-09-06T22:16:33.919075+00:00,2026-09-06T22:16:40.744716+00:00,True,False,car stalled,0,,693.299,3833,116566.52195942403,30.604988265405687,113.499,0,0,0,0,0,0.0,car stalled,telemetry/b019-p05-agent7_v4.csv.gz
b020-p01-rule_based,20,1,20,rule_based,Rule-based,733920,2026-09-06T22:16:52.514706+00:00,2026-09-06T22:16:58.471411+00:00,True,True,clean_completion,1,98.398,2943.98,4712,504489.8503216592,107.11125436546476,201.177,0,0,0,0,0,0.0,target_laps_completed,telemetry/b020-p01-rule_based.csv.gz
b020-p02-dyna_q_final,20,2,20,dyna_q_final,Dyna-Q final,733922,2026-09-06T22:17:11.651565+00:00,2026-09-06T22:17:13.773195+00:00,True,False,off_track,0,,341.674,1458,57718.37377167904,39.91244871399177,72.0028,18,1,0,0,0,0.0,out of bounds,telemetry/b020-p02-dyna_q_final.csv.gz
b020-p03-agent7_v4,20,3,20,agent7_v4,Agent 7 v4 (race-line TD3),733923,2026-09-06T22:17:25.550083+00:00,2026-09-06T22:17:35.468580+00:00,True,True,clean_completion,1,112.456,2943.57,5351,490618.07709943515,92.52171207462158,123.201,0,0,0,0,0,0.0,target_laps_completed,telemetry/b020-p03-agent7_v4.csv.gz
b020-p04-agent8_final,20,4,20,agent8_final,Agent 8 final (sensor-only TD3),733924,2026-09-06T22:17:47.276924+00:00,2026-09-06T22:17:53.042455+00:00,True,False,off_track,0,,2032.25,2995,350244.89933106233,117.17464753358931,189.011,2,1,0,0,0,0.0,off track,telemetry/b020-p04-agent8_final.csv.gz
b020-p05-map_aware,20,5,20,map_aware,Map-aware,733921,2026-09-06T22:18:04.788134+00:00,2026-09-06T22:18:09.092107+00:00,True,False,stall,0,,2078.76,3826,359748.78454963054,94.4896465512023,186.933,0,0,0,0,1,0.0,stuck,telemetry/b020-p05-map_aware.csv.gz
