mode,policy_controlled,global_step,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
replay_warmup,True,170263,1,559,210.7853821767837,373.326,200.526,113.57497677280857,1,0.0,0,,off_track
replay_warmup,True,170263,2,555,218.92943708166263,370.204,200.405,113.63897701981985,1,0.0,0,,off_track
replay_warmup,True,170263,3,555,216.20828893387957,369.99,204.66,113.27848021927929,1,0.0,0,,off_track
replay_warmup,True,170263,4,557,217.68096652927804,371.192,199.927,113.42105688868936,1,0.0,0,,off_track
replay_warmup,True,170263,5,558,210.34501250260737,372.281,202.221,113.57134616666667,1,0.0,0,,off_track
replay_warmup,True,170263,6,557,214.49328232121556,373.345,203.748,113.88857690143634,1,0.0,0,,off_track
replay_warmup,True,170263,7,553,216.04266748241375,369.084,201.01,113.55418013851711,1,0.0,0,,off_track
replay_warmup,True,170263,8,562,218.11340314761088,374.286,197.175,113.51662196459067,1,0.0,0,,off_track
replay_warmup,True,170263,9,522,196.19707184225788,333.946,203.055,107.84044622049802,1,0.0,0,,off_track
replay_warmup,True,170263,10,556,215.22717114456373,373.399,201.932,114.09464004568342,1,0.0,0,,off_track
replay_warmup,True,170263,11,560,216.11549782423927,371.788,199.849,113.09750473357145,1,0.0,0,,off_track
replay_warmup,True,170263,12,557,218.4879230646244,373.719,199.171,113.99131511113102,1,0.0,0,,off_track
replay_warmup,True,170263,13,558,215.9165558005609,373.448,201.686,113.64692762544809,1,0.0,0,,off_track
replay_warmup,True,170263,14,555,212.41998184165882,373.134,202.074,114.08444194252259,1,0.0,0,,off_track
replay_warmup,True,170263,15,555,214.66069526980385,371.735,203.122,113.76729461297295,1,0.0,0,,off_track
replay_warmup,True,170263,16,553,217.78565253846602,372.78,201.483,114.45397740325495,1,0.0,0,,off_track
replay_warmup,True,170263,17,554,215.25564141208085,372.317,204.019,113.98806299277976,1,0.0,0,,off_track
replay_warmup,True,170263,18,556,213.3068813160215,372.496,201.94,113.6611024827338,1,0.0,0,,off_track
training,True,170801,19,558,215.91911346730498,372.064,197.767,113.23801930913976,1,0.0,0,,off_track
training,True,171353,20,552,214.31097517153023,358.252,190.882,110.4471821521739,1,0.0,0,,off_track
training,True,171910,21,557,214.7151958082827,372.404,200.819,113.50439171903051,1,0.0,0,,off_track
training,True,172471,22,561,220.30159099335634,373.118,200.058,113.04088332228164,1,0.0,0,,off_track
training,True,173025,23,554,213.89168149238824,366.929,198.281,112.51227464133571,1,0.0,0,,off_track
training,True,173592,24,567,220.02751201389285,375.771,189.614,112.58408359435634,1,0.0,0,,off_track
training,True,174151,25,559,219.88645230820882,371.239,198.877,112.94486573452599,1,0.0,0,,off_track
training,True,174699,26,548,211.91635685625909,358.204,188.556,110.79115303448907,1,0.0,0,,off_track
training,True,175162,27,463,78.69419902397192,157.639,94.5891,57.83890658531321,1,0.0,0,,off_track
training,True,175729,28,567,213.6806994395729,363.648,184.856,109.37962614603177,1,0.0,0,,off_track
training,True,176289,29,560,219.08865143200163,370.466,192.433,112.68192511357147,1,0.0,0,,off_track
training,True,176844,30,555,217.2806787852417,367.369,193.772,112.57011977567575,1,0.0,0,,off_track
training,True,177277,31,433,120.25211340306899,227.892,161.979,87.39183563718245,1,0.0,0,,off_track
training,True,177812,32,535,199.11232482673543,337.249,182.176,106.63452464747657,1,0.0,0,,off_track
training,True,178377,33,565,217.6936082559753,371.365,191.245,111.77978134070794,1,0.0,0,,off_track
training,True,178928,34,551,216.20500657074894,366.832,202.05,113.23537939927407,1,0.0,0,,off_track
training,True,180048,35,1120,185.5346563283719,341.902,67.2883,52.15713265339283,1,0.0,0,,off_track
evaluation,True,180048,36,540,214.82060098380182,365.275,205.565,115.00299302259256,1,0.0,0,,off_track
evaluation,True,180048,37,544,213.967348100988,373.691,206.889,116.43690561066174,1,0.0,0,,off_track
evaluation,True,180048,38,543,211.66100294956792,373.259,208.915,116.41031862283613,1,0.0,0,,off_track
training,True,180631,39,583,209.95421709558588,361.123,171.671,104.31125685917655,1,0.0,0,,off_track
training,True,181194,40,563,211.58564109558037,365.663,188.984,110.3192024841918,1,0.0,0,,off_track
training,True,181743,41,549,214.22885334964525,365.635,201.204,113.13411237395268,1,0.0,0,,off_track
training,True,182292,42,549,209.24557101801656,361.112,200.126,111.64446730947176,1,0.0,0,,off_track
training,True,182846,43,554,215.11339669487975,370.18,203.332,113.42206770379069,1,0.0,0,,off_track
training,True,183408,44,562,215.13808681669747,372.258,193.905,112.53478208665481,1,0.0,0,,off_track
training,True,183971,45,563,211.59193429557362,372.754,193.902,112.64061021225572,1,0.0,0,,off_track
training,True,184522,46,551,215.02999914125738,372.682,202.369,114.59323411451906,1,0.0,0,,off_track
training,True,185090,47,568,218.3216563653636,365.214,185.17,109.68893007605627,1,0.0,0,,off_track
training,True,185646,48,556,207.2785675822346,363.455,187.783,110.87416000413668,1,0.0,0,,off_track
training,True,186197,49,551,210.76112374504754,369.098,200.693,113.6473755950999,1,0.0,0,,off_track
training,True,186748,50,551,210.92997035922704,364.592,196.1,112.54883621506352,1,0.0,0,,off_track
training,True,187306,51,558,219.21956511800826,372.753,193.947,113.47324220878133,1,0.0,0,,off_track
training,True,187858,52,552,218.47996160988905,371.196,201.576,114.05522634963762,1,0.0,0,,off_track
training,True,188420,53,562,217.6323043885881,372.755,194.091,112.63369567669038,1,0.0,0,,off_track
training,True,188988,54,568,121.58949936471996,242.788,116.837,71.59585127605627,1,0.0,0,,off_track
training,True,189548,55,560,213.2132039854913,372.629,191.081,112.9806483107143,1,0.0,0,,off_track
training,True,189923,56,375,69.63818316597789,130.687,108.303,58.68612527946665,1,0.0,0,,off_track
training,True,190091,57,168,3.726806189589258,23.4814,68.8612,25.391135148809514,1,0.0,0,,off_track
evaluation,True,190091,58,543,216.65207486836314,371.481,206.534,116.00313954364643,1,0.0,0,,off_track
evaluation,True,190091,59,538,213.34637672332045,367.098,208.073,115.95470181449818,1,0.0,0,,off_track
evaluation,True,190091,60,534,212.94430238743564,360.397,209.796,114.78720193295882,1,0.0,0,,off_track
training,True,190462,61,371,84.63250425729917,164.538,145.032,74.51169748948784,1,0.0,0,,off_track
training,True,191193,62,731,191.5631569094949,355.088,161.778,86.09022046374834,1,0.0,0,,off_track
training,True,191751,63,558,220.55537339267445,371.27,192.441,113.03655084641582,1,0.0,0,,off_track
training,True,192308,64,557,219.01516176524987,373.775,197.187,113.95245226912013,1,0.0,0,,off_track
training,True,192863,65,555,219.2113035381133,366.751,192.785,112.42826141783783,1,0.0,0,,off_track
training,True,193416,66,553,208.01990077481796,359.994,200.548,111.29831232640137,1,0.0,0,,off_track
training,True,193889,67,473,81.92478332622534,152.601,82.6094,55.0104187,1,0.0,0,,off_track
training,True,194437,68,548,217.88993135678672,362.875,203.505,112.74665404744529,1,0.0,0,,off_track
training,True,194985,69,548,221.02902038451887,366.348,199.071,113.80595266843062,1,0.0,0,,off_track
training,True,195541,70,556,215.89108754462535,365.235,196.353,112.07441515287768,1,0.0,0,,off_track
training,True,195989,71,448,139.95933823581396,248.75,174.846,92.01634840625009,1,0.0,0,,off_track
training,True,196403,72,414,117.19580413210046,215.993,170.886,86.39791433333336,1,0.0,0,,off_track
training,True,196954,73,551,218.09791195544454,369.507,200.414,114.08717462323051,1,0.0,0,,off_track
training,True,197504,74,550,219.3033128580519,365.808,202.115,113.37187937999997,1,0.0,0,,off_track
training,True,197923,75,419,119.05425287764513,220.4,168.918,87.05618963126489,1,0.0,0,,off_track
