repeat,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
1,1,5011,1457.7330045963647,2943.14,122.4,98.88760617772877,0,0.0,1,104.994,lap_completed
2,2,4938,1493.380522561583,2943.15,121.143,100.31275036081398,0,0.0,1,103.386,lap_completed
3,3,4960,1486.2847625540157,2943.59,130.836,99.93282578629018,0,0.0,1,103.854,lap_completed
4,4,4943,1488.32669779166,2943.64,122.358,100.17752786801523,0,0.0,1,103.478,lap_completed
5,5,4967,1493.133460878048,2943.41,124.592,99.65293555278835,0,0.0,1,104.016,lap_completed
6,6,4972,1497.1303668399105,2943.66,119.7,99.58909657932446,0,0.0,1,104.116,lap_completed
7,7,4952,1484.30419904959,2942.57,128.823,99.95037083852957,0,0.0,1,103.696,lap_completed
8,8,4994,1511.9571676760036,2943.1,126.364,99.01870960308374,0,0.0,1,104.62,lap_completed
9,9,4947,1480.914570233733,2943.67,122.062,100.18401722872476,0,0.0,1,103.566,lap_completed
10,10,4963,1464.7884832954737,2943.61,120.83,99.94340809314964,0,0.0,1,103.92,lap_completed
