global_step,optimizer_steps,actor_updates,replay_size,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean
967000,241750,120875,10489,1.8377705366630865,-24.60761030258671,24.397602437957516,24.398846773597285,24.40076192220052
968000,242000,121000,11489,1.1314790489673614,-24.599351669311524,24.469851745605467,24.47027145385742,24.470385955810546
969000,242250,121125,12489,1.0789757220745086,-24.31593746948242,24.223585739135743,24.223040618896484,24.22274131011963
970000,242500,121250,13489,0.9665569357872009,-24.498462677001953,24.350307106018068,24.350939338684082,24.352192985534668
971000,242750,121375,14489,1.1334079613685608,-24.091052917480468,23.974590087890626,23.97440222167969,23.975369888305664
972000,243000,121500,15489,1.7156491994857788,-23.598531433105467,23.44794921875,23.448461868286135,23.449322578430177
973000,243250,121625,16489,1.8580587878227235,-23.14484655761719,23.019372520446776,23.018333541870117,23.01791275024414
974000,243500,121750,17489,2.05613164806366,-22.61988624572754,22.36966867828369,22.370239509582518,22.370026985168458
975000,243750,121875,18489,2.292096867799759,-22.070951522827148,21.858554740905763,21.85795817565918,21.8575724029541
976000,244000,122000,19489,2.5008810839653015,-21.894187927246094,21.63938289642334,21.638460594177246,21.63943398284912
977000,244250,122125,20489,2.897567578792572,-21.177102264404297,21.07631876373291,21.07536403656006,21.07749306488037
978000,244500,122250,21489,3.2249761838912963,-20.757469650268554,20.72815171813965,20.728254158020018,20.728211570739745
979000,244750,122375,22489,3.3147252106666567,-20.405208038330077,20.190609260559082,20.19099771118164,20.18954305267334
980000,245000,122500,23489,3.721247546672821,-20.01388673400879,19.81488491821289,19.814266288757324,19.816214279174805
981000,245250,122625,24489,4.107650618553162,-19.81119187927246,19.523178382873535,19.522791397094725,19.522170333862306
982000,245500,122750,25489,4.391141699790954,-19.50218559265137,19.19837621307373,19.198430122375488,19.199261779785157
983000,245750,122875,26489,4.660951070785522,-19.10619856262207,18.88642391204834,18.884074935913088,18.88929997253418
984000,246000,123000,27489,4.898224050521851,-18.943978286743164,18.697731868743897,18.698028694152832,18.695075412750246
985000,246250,123125,28489,4.925154469490051,-18.54644618225098,18.332408935546876,18.329856704711915,18.33061444854736
986000,246500,123250,29489,4.855491707801819,-18.240102600097657,18.077506607055664,18.07783268737793,18.078647300720213
987000,246750,123375,30489,4.9397446727752685,-18.00585390472412,17.812818901062013,17.8124884185791,17.81338005447388
988000,247000,123500,31489,5.12805505657196,-18.054214508056642,17.708153667449952,17.70825477218628,17.70670930862427
989000,247250,123625,32489,5.096249513626098,-17.705235343933104,17.50429348754883,17.50362660598755,17.505921905517578
990000,247500,123750,33489,5.130937891960144,-17.517155715942383,17.29764828491211,17.297595973968505,17.296855167388916
991000,247750,123875,34489,5.004224855422974,-17.512034454345702,17.31559685897827,17.316661945343018,17.31611650466919
992000,248000,124000,35489,5.304843251228332,-17.368715827941895,17.23846901702881,17.23752861404419,17.236373779296876
993000,248250,124125,36489,5.156803534507752,-17.37009300994873,17.089326164245605,17.09104623413086,17.091361328125
994000,248500,124250,37489,5.078634535789489,-17.271875091552733,17.08733599472046,17.086804122924804,17.089383522033692
995000,248750,124375,38489,5.195334824562073,-17.44738883972168,17.17590515899658,17.17650161743164,17.17471371459961
996000,249000,124500,39489,5.3944883670806885,-17.41334762573242,17.207476501464843,17.206796085357666,17.206751903533934
997000,249250,124625,40489,5.60470938205719,-17.499423316955568,17.29074878692627,17.291593299865724,17.292506717681885
998000,249500,124750,41489,5.557291110038757,-17.374556373596192,17.104769969940186,17.105618827819825,17.104814373016357
999000,249750,124875,42489,5.584145762443542,-17.190723648071287,16.98879416656494,16.987526107788085,16.988933700561525
1000000,250000,125000,43489,5.693012665748596,-16.96374296569824,16.722021949768067,16.72263851928711,16.720679145812987
1001000,250250,125125,44489,5.867362739562989,-16.840745628356935,16.638864521026612,16.63767268371582,16.63818154525757
1002000,250500,125250,45489,5.746274182319641,-16.779923835754396,16.48755242538452,16.487587692260743,16.487336536407472
1003000,250750,125375,46489,5.88645979309082,-16.647627349853515,16.41434892272949,16.415744205474855,16.413358791351317
1004000,251000,125500,47489,6.045299915313721,-16.317569816589355,16.097286499023436,16.09833765411377,16.098451274871827
1005000,251250,125625,48489,5.990123523712159,-16.359130401611328,16.06728742980957,16.068484394073486,16.06822784423828
1006000,251500,125750,49489,6.076814399719238,-16.135027572631834,15.913352600097657,15.913104698181153,15.912112041473389
1007000,251750,125875,50489,6.307798122406006,-16.212124565124512,15.967957565307618,15.967870094299316,15.966219738006592
1008000,252000,126000,51489,6.3560201454162595,-16.120387992858888,15.878532394409179,15.876666152954101,15.880140529632568
1009000,252250,126125,52489,6.487931580543518,-15.993846504211426,15.724642070770264,15.724951866149903,15.722169658660889
1010000,252500,126250,53489,6.479426901817321,-15.64721908569336,15.557466373443603,15.557765869140624,15.5578182220459
1011000,252750,126375,54489,6.4826047954559325,-15.807364654541015,15.548890686035156,15.549172637939453,15.55007717514038
1012000,253000,126500,55489,7.082641145706177,-15.637817413330078,15.456628009796143,15.458475708007812,15.457819580078125
1013000,253250,126625,56489,6.677050806045532,-15.770283737182616,15.531542449951171,15.533355781555176,15.528377254486085
1014000,253500,126750,57489,6.832022772789001,-15.897248481750488,15.637464965820312,15.638051959991454,15.639928726196288
1015000,253750,126875,58489,6.7171097640991215,-15.984371139526367,15.68421643447876,15.683934051513672,15.684501396179199
1016000,254000,127000,59489,6.82517831993103,-16.02707588195801,15.743637454986573,15.742803234100341,15.743523223876952
1017000,254250,127125,60489,6.9463566932678225,-15.834377655029297,15.581987377166747,15.584796855926514,15.584827617645264
1018000,254500,127250,61489,6.947536750793457,-15.757500267028808,15.574877952575683,15.57359753036499,15.571944583892822
1019000,254750,127375,62489,7.027899448394775,-15.589722946166992,15.366444473266602,15.366682624816894,15.366585521697997
1020000,255000,127500,63489,6.892361687660217,-15.405116889953613,15.140173061370849,15.140818168640136,15.140006973266601
1021000,255250,127625,64489,6.850686525344849,-15.129937255859375,15.00260158920288,15.002382827758789,15.00297869873047
1022000,255500,127750,65489,6.757873565673828,-15.13675929260254,14.854574573516846,14.854714122772217,14.853398464202881
1023000,255750,127875,66489,7.106208961486816,-14.986017387390136,14.719535846710205,14.718096714019776,14.716689319610596
1024000,256000,128000,67489,6.760862924575806,-14.878082130432128,14.591927333831787,14.592960746765137,14.596576541900635
1025000,256250,128125,68489,6.942013919830322,-14.584986839294434,14.429626495361328,14.430104545593261,14.424498798370362
1026000,256500,128250,69489,6.63461873626709,-14.45704290008545,14.239958026885986,14.241494583129883,14.238328926086426
1027000,256750,128375,70489,6.854693870544434,-14.50004637145996,14.269744319915771,14.26585289001465,14.2678528175354
1028000,257000,128500,71489,6.886628124237061,-14.46660824584961,14.157401496887207,14.157871925354003,14.156829353332519
1029000,257250,128625,72489,7.053779596328735,-14.414802604675293,14.210511878967285,14.211168434143067,14.211300624847413
1030000,257500,128750,73489,6.866542633056641,-14.428636207580567,14.249415760040284,14.24943302154541,14.2497744140625
1031000,257750,128875,74489,6.861382958412171,-14.270423751831055,14.108157096862794,14.107587490081787,14.107638774871827
1032000,258000,129000,75489,6.96713311958313,-14.533501930236817,14.265476139068603,14.264309818267822,14.2647308883667
1033000,258250,129125,76489,6.646661241531372,-14.55320841217041,14.32010960006714,14.321573402404786,14.316289615631103
1034000,258500,129250,77489,6.788624341964722,-14.441252632141113,14.24905078125,14.24852419281006,14.24989603805542
1035000,258750,129375,78489,6.579118606567383,-14.487842338562011,14.336766460418701,14.336623497009278,14.338695106506348
1036000,259000,129500,79489,6.621819717407226,-14.61261587524414,14.399965129852294,14.40079748916626,14.398781455993653
1037000,259250,129625,80489,6.653502759933471,-14.65968034362793,14.470257301330566,14.46966654586792,14.467476795196534
1038000,259500,129750,81489,6.6248637418746945,-14.660777854919434,14.40018003463745,14.400130348205566,14.40407774734497
1039000,259750,129875,82489,6.631635406494141,-14.380401237487792,14.181022918701172,14.180858551025391,14.179800579071046
1040000,260000,130000,83489,6.517170068740845,-14.325712539672852,14.179547733306885,14.17957738494873,14.178224781036377
1041000,260250,130125,84489,6.441445360183716,-14.291221321105956,14.105816440582275,14.103064987182616,14.103793209075928
