mode,policy_controlled,global_step,episode,steps,reward,distance_m,max_speed_kmh,average_speed_kmh,off_track_steps,damage_delta,laps_completed,best_lap_time_seconds,termination_reason
evaluation_baseline,True,60167,1,9792,1466.3077873951897,2943.36,69.8405,51.55847563182319,0,0.0,1,202.688,lap_completed
evaluation_baseline,True,60167,2,9870,1450.2557285642256,2943.17,70.3887,51.14800966431702,0,0.0,1,204.262,lap_completed
evaluation_baseline,True,60167,3,9851,1432.9744935456333,2943.27,70.9491,51.235346186865264,0,0.0,1,203.874,lap_completed
replay_warmup,True,60167,4,9840,1466.1087488185449,2943.04,71.2202,51.310862105558975,0,0.0,1,203.652,lap_completed
training,True,60764,5,759,88.80997662200804,234.654,80.7321,53.862507100263564,1,0.0,0,,off_track
training,True,61008,6,244,5.890561226478308,42.3896,58.1928,30.391111485245897,1,0.0,0,,off_track
training,True,61176,7,168,-2.6628452192517837,22.3979,58.5347,21.79864511190475,0,0.0,0,,backwards
training,True,61519,8,343,17.793520920537098,77.324,69.0129,38.93038245714287,1,0.0,0,,off_track
training,True,61854,9,335,17.53767126834663,76.7747,65.9106,37.863479084776145,0,0.0,0,,backwards
training,True,62159,10,305,3.623241657270089,64.9849,63.6466,37.106510404918026,1,0.0,0,,off_track
training,True,62608,11,449,17.995974654603057,104.547,67.524,40.87064266547885,1,0.0,0,,off_track
training,True,62998,12,390,20.177896327558784,97.0613,67.0536,43.25470990051279,1,0.0,0,,off_track
training,True,63308,13,310,10.400305400844871,71.301,67.7337,37.93935212716132,0,0.0,0,,backwards
training,True,63624,14,316,-4.576449510712541,66.2554,69.6865,37.509820240506336,1,0.0,0,,off_track
training,True,64008,15,384,34.192386413358534,105.011,73.6736,46.27250529166665,1,0.0,0,,off_track
training,True,64309,16,301,-0.8442464459233197,61.3799,63.7854,36.27398329568106,1,0.0,0,,off_track
training,True,64653,17,344,3.28647381289864,73.355,61.8792,38.09308557674422,1,0.0,0,,off_track
training,True,65035,18,382,11.260074530782418,72.2065,55.4437,33.209507102879606,1,0.0,0,,off_track
training,True,65476,19,441,16.45713914582349,91.0996,55.5902,36.43111299999998,1,0.0,0,,off_track
training,True,65862,20,386,19.748170583649443,79.8481,55.9226,35.62329698756475,1,0.0,0,,off_track
training,True,66393,21,531,18.711929067415586,115.435,59.4375,39.27675099491523,1,0.0,0,,off_track
training,True,66752,22,359,10.187789936934355,68.9587,53.8115,33.67996652005572,1,0.0,0,,off_track
training,True,67199,23,447,25.217975195019648,96.1912,55.9346,37.16637368299778,1,0.0,0,,off_track
training,True,67477,24,278,3.1868765303490427,45.2961,57.4809,28.300788858992796,1,0.0,0,,off_track
training,True,67953,25,476,20.548105080485215,95.5913,56.4377,35.61695670063025,1,0.0,0,,off_track
training,True,68397,26,444,19.521944580666794,91.6436,55.834,35.811413216666644,1,0.0,0,,off_track
training,True,68854,27,457,24.283533259252827,98.783,59.2771,36.86815507221004,0,0.0,0,,backwards
training,True,69286,28,432,23.421238996590255,89.2886,58.9053,35.25530941550928,1,0.0,0,,off_track
training,True,69776,29,490,31.496781079541414,107.1,60.383,37.705886714081615,1,0.0,0,,off_track
training,True,70170,30,394,12.952613033788591,79.5784,55.7131,35.12474312335027,1,0.0,0,,off_track
evaluation,True,70170,31,3333,403.36442933581134,992.956,95.0532,51.1861734563757,0,0.0,0,,backwards
evaluation,True,70170,32,3261,432.84951505303746,984.162,87.2058,52.09853269012574,1,0.0,0,,off_track
evaluation,True,70170,33,9485,1343.1986893474007,2943.2,94.2049,53.425716119282804,0,0.0,1,196.56,lap_completed
training,True,70459,34,289,8.819369931909883,54.0356,55.9358,31.94048613529413,1,0.0,0,,off_track
training,True,70782,35,323,5.422285888256978,59.6804,54.1305,33.06069026501545,1,0.0,0,,off_track
training,True,70993,36,211,-7.060563450128519,24.9673,55.6123,22.366534012796205,1,0.0,0,,off_track
training,True,71325,37,332,-3.20918266775326,57.5925,53.9484,31.68439095783133,1,0.0,0,,off_track
training,True,71542,38,217,-4.046716401407295,30.6218,55.1654,25.53690636682029,1,0.0,0,,off_track
training,True,71859,39,317,-1.1899069636372612,56.3787,60.2365,32.029055603154575,1,0.0,0,,off_track
training,True,72099,40,240,-0.47907725820102876,38.9741,55.7612,29.574112927916655,1,0.0,0,,off_track
training,True,72329,41,230,1.1497915767954279,36.1738,55.7341,27.45386377782608,1,0.0,0,,off_track
training,True,72684,42,355,4.234623963692584,71.7461,60.3741,36.306369393802825,1,0.0,0,,off_track
training,True,73060,43,376,9.579246652976366,79.0623,61.9623,37.212379049999974,1,0.0,0,,off_track
training,True,73421,44,361,11.017772625208249,73.4958,56.7172,35.94181115512465,1,0.0,0,,off_track
training,True,73888,45,467,7.351632351228876,97.1555,63.2759,36.56758169271951,1,0.0,0,,off_track
training,True,74276,46,388,16.75535597338133,82.3088,58.8402,37.35312546005155,1,0.0,0,,off_track
training,True,74677,47,401,11.895813724637513,80.719,58.2098,35.94618893516211,1,0.0,0,,off_track
training,True,75145,48,468,16.762046817774046,95.5549,58.3905,35.77550403098289,1,0.0,0,,off_track
training,True,75550,49,405,18.54778940115433,85.0554,56.3501,36.76658265777776,1,0.0,0,,off_track
training,True,75925,50,375,6.331332743159734,76.5505,59.7787,35.68646838640001,1,0.0,0,,off_track
training,True,76368,51,443,10.742517223295085,95.3977,57.6686,38.197198488261854,1,0.0,0,,off_track
training,True,76788,52,420,17.1026104602066,97.1477,69.7948,39.360659867380974,1,0.0,0,,off_track
training,True,77199,53,411,21.493118485619743,85.5735,58.3466,36.20995822311436,1,0.0,0,,off_track
training,True,77639,54,440,23.637255201211588,89.582,57.0904,34.06182760977274,0,0.0,0,,backwards
training,True,78257,55,618,38.835764144009545,123.821,56.0776,34.89778464077668,0,0.0,0,,stalled
training,True,78720,56,463,28.15711757016374,99.1902,56.3908,36.580814752483796,0,0.0,0,,backwards
training,True,79207,57,487,33.078564262148355,104.084,57.9548,37.13130585667351,1,0.0,0,,off_track
training,True,79787,58,580,35.571988831671135,127.733,61.6106,38.39913521275866,0,0.0,0,,stalled
training,True,80236,59,449,25.3176099220057,87.7415,55.5068,33.56176543429849,0,0.0,0,,stalled
evaluation,True,80236,60,2000,306.4326874259813,765.32,138.189,64.83530474765001,1,0.0,0,,off_track
evaluation,True,80236,61,4187,614.2794387018643,1812.91,169.785,73.72216323824193,0,0.0,0,,backwards
evaluation,True,80236,62,2361,342.3221762090139,770.29,114.016,55.98535005260505,1,0.0,0,,off_track
training,True,80578,63,342,14.812377889527209,68.3376,56.9252,33.055625206432765,0,0.0,0,,backwards
training,True,80959,64,381,9.25199551342227,72.5366,57.4878,33.09310666404199,0,0.0,0,,stalled
training,True,81344,65,385,6.232230948134866,73.8857,54.2265,33.156491245974046,0,0.0,0,,backwards
training,True,81591,66,247,6.234708558881302,42.6445,60.0763,28.276866696356283,0,0.0,0,,backwards
training,True,81941,67,350,6.870746716718127,53.0491,54.9213,26.717466378457154,1,0.0,0,,off_track
training,True,82213,68,272,6.021422761408257,49.5918,55.605,31.25498937316175,0,0.0,0,,backwards
